business_id,stars,city,food_pos,service_pos,price_pos,clean_pos,location_pos,food_neg,service_neg,price_neg,clean_neg,location_neg
4ukzzkXyzFO_iu_lMuyT2Q,5.0,Orlando,1.0,1.0,0.99,0.99,0.93,0.0,0.0,0.0,0.01,0.03
4ukzzkXyzFO_iu_lMuyT2Q,5.0,Orlando,1.0,1.0,0.94,0.94,0.74,0.0,0.0,0.03,0.04,0.09
4ukzzkXyzFO_iu_lMuyT2Q,4.0,Orlando,1.0,0.96,0.97,0.99,0.91,0.0,0.03,0.02,0.01,0.04
4ukzzkXyzFO_iu_lMuyT2Q,4.0,Orlando,1.0,0.96,0.75,0.92,0.83,0.0,0.02,0.19,0.06,0.04
4ukzzkXyzFO_iu_lMuyT2Q,3.0,Orlando,0.01,0.01,0.01,0.1,0.28,0.97,0.98,0.98,0.88,0.6
4ukzzkXyzFO_iu_lMuyT2Q,2.0,Orlando,0.01,0.01,0.01,0.03,0.12,0.69,0.96,0.98,0.95,0.73
4ukzzkXyzFO_iu_lMuyT2Q,1.0,Orlando,0.0,0.0,0.01,0.01,0.18,0.99,0.99,0.99,0.98,0.76
0BGoel6on7yGvojzOqOEAQ,5.0,Orlando,0.63,0.79,0.71,0.8,0.68,0.18,0.14,0.16,0.16,0.12
0BGoel6on7yGvojzOqOEAQ,5.0,Orlando,0.02,0.28,0.16,0.24,0.32,0.39,0.64,0.76,0.71,0.56
0BGoel6on7yGvojzOqOEAQ,5.0,Orlando,0.99,0.98,0.99,0.96,0.88,0.0,0.01,0.01,0.04,0.06
0BGoel6on7yGvojzOqOEAQ,5.0,Orlando,0.16,0.75,0.68,0.41,0.17,0.2,0.08,0.15,0.39,0.14
0BGoel6on7yGvojzOqOEAQ,5.0,Orlando,0.99,1.0,0.97,0.96,0.98,0.0,0.0,0.02,0.03,0.01
0BGoel6on7yGvojzOqOEAQ,4.0,Orlando,0.73,1.0,0.83,0.67,0.83,0.2,0.0,0.16,0.27,0.09
0BGoel6on7yGvojzOqOEAQ,3.0,Orlando,0.01,1.0,0.01,0.04,0.26,0.98,0.0,0.99,0.95,0.57
0BGoel6on7yGvojzOqOEAQ,1.0,Orlando,0.01,0.99,0.03,0.07,0.15,0.08,0.0,0.84,0.83,0.24
0BGoel6on7yGvojzOqOEAQ,2.0,Orlando,0.06,0.14,0.16,0.19,0.15,0.33,0.51,0.57,0.57,0.36
5Ler8jIXPiQmNx3suyUjBA,4.0,Orlando,0.97,0.86,0.5,0.56,1.0,0.0,0.03,0.19,0.24,0.0
5Ler8jIXPiQmNx3suyUjBA,4.0,Orlando,0.41,0.99,0.91,0.97,0.85,0.0,0.0,0.04,0.02,0.05
5Ler8jIXPiQmNx3suyUjBA,4.0,Orlando,0.99,0.97,0.97,1.0,0.91,0.0,0.02,0.02,0.0,0.02
5Ler8jIXPiQmNx3suyUjBA,1.0,Orlando,0.24,0.01,0.01,0.02,0.24,0.02,0.99,0.98,0.97,0.47
5Ler8jIXPiQmNx3suyUjBA,1.0,Orlando,0.0,0.01,0.01,0.07,0.12,0.01,0.89,0.71,0.75,0.42
5Ler8jIXPiQmNx3suyUjBA,1.0,Orlando,0.0,0.0,0.01,0.05,0.99,0.03,0.99,0.97,0.94,0.01
5Ler8jIXPiQmNx3suyUjBA,3.0,Orlando,0.0,0.01,0.01,0.02,0.15,0.05,0.98,0.97,0.96,0.51
5Ler8jIXPiQmNx3suyUjBA,3.0,Orlando,0.8,0.68,0.58,0.84,0.99,0.01,0.13,0.18,0.05,0.0
5Ler8jIXPiQmNx3suyUjBA,3.0,Orlando,0.91,1.0,0.97,0.97,0.88,0.04,0.0,0.02,0.02,0.06
5Ler8jIXPiQmNx3suyUjBA,5.0,Orlando,0.34,0.52,0.63,0.76,0.6,0.06,0.21,0.24,0.17,0.09
EaZlyWhT0MawKf6DOyh2HA,5.0,Orlando,0.97,1.0,0.99,0.99,0.96,0.02,0.0,0.0,0.0,0.02
EaZlyWhT0MawKf6DOyh2HA,5.0,Orlando,0.03,0.89,0.15,0.5,0.62,0.03,0.07,0.76,0.38,0.17
EaZlyWhT0MawKf6DOyh2HA,4.0,Orlando,0.14,0.51,0.48,0.48,0.06,0.2,0.35,0.31,0.35,0.22
EaZlyWhT0MawKf6DOyh2HA,4.0,Orlando,0.66,0.98,0.87,0.77,0.55,0.11,0.01,0.05,0.11,0.07
EaZlyWhT0MawKf6DOyh2HA,1.0,Orlando,0.5,0.5,0.02,0.2,0.31,0.27,0.5,0.96,0.77,0.6
EaZlyWhT0MawKf6DOyh2HA,1.0,Orlando,0.01,0.01,0.02,0.23,0.54,0.99,0.97,0.98,0.76,0.33
EaZlyWhT0MawKf6DOyh2HA,3.0,Orlando,0.01,0.01,0.01,0.01,0.38,0.99,0.99,0.99,0.99,0.56
EaZlyWhT0MawKf6DOyh2HA,2.0,Orlando,0.01,0.06,0.1,0.23,0.18,0.04,0.28,0.43,0.35,0.22
fdPVA0QmidV1KxO-c_CY8Q,5.0,Orlando,0.61,0.62,0.68,0.8,0.48,0.05,0.13,0.17,0.12,0.07
fdPVA0QmidV1KxO-c_CY8Q,5.0,Orlando,0.97,0.97,1.0,0.99,0.87,0.01,0.02,0.0,0.01,0.07
fdPVA0QmidV1KxO-c_CY8Q,5.0,Orlando,1.0,1.0,0.99,1.0,0.94,0.0,0.0,0.01,0.0,0.02
fdPVA0QmidV1KxO-c_CY8Q,5.0,Orlando,1.0,1.0,0.98,0.98,0.86,0.0,0.0,0.01,0.01,0.04
fdPVA0QmidV1KxO-c_CY8Q,4.0,Orlando,0.29,0.73,0.59,0.7,0.49,0.11,0.11,0.02,0.14,0.1
fdPVA0QmidV1KxO-c_CY8Q,4.0,Orlando,0.52,0.08,0.56,0.37,0.34,0.07,0.44,0.11,0.34,0.15
fdPVA0QmidV1KxO-c_CY8Q,1.0,Orlando,0.01,0.01,0.03,0.43,0.34,0.98,0.99,0.95,0.54,0.42
fdPVA0QmidV1KxO-c_CY8Q,3.0,Orlando,0.5,0.5,0.37,0.45,0.32,0.23,0.48,0.52,0.48,0.36
fdPVA0QmidV1KxO-c_CY8Q,2.0,Orlando,0.0,0.01,0.0,0.01,0.01,0.01,0.93,0.98,0.95,0.78
nOBDayqXRcUIGAIjEBXnXQ,5.0,Orlando,1.0,1.0,1.0,0.99,0.96,0.0,0.0,0.0,0.01,0.02
nOBDayqXRcUIGAIjEBXnXQ,5.0,Orlando,1.0,0.99,0.91,0.95,0.92,0.0,0.01,0.06,0.04,0.02
nOBDayqXRcUIGAIjEBXnXQ,5.0,Orlando,0.55,0.97,0.63,0.76,0.8,0.03,0.03,0.28,0.14,0.13
nOBDayqXRcUIGAIjEBXnXQ,5.0,Orlando,0.49,1.0,0.92,0.88,0.76,0.2,0.0,0.07,0.11,0.13
nOBDayqXRcUIGAIjEBXnXQ,4.0,Orlando,1.0,1.0,0.99,1.0,0.96,0.0,0.0,0.0,0.0,0.02
nOBDayqXRcUIGAIjEBXnXQ,4.0,Orlando,0.05,0.29,0.35,0.59,1.0,0.74,0.41,0.46,0.28,0.0
nOBDayqXRcUIGAIjEBXnXQ,1.0,Orlando,0.0,0.01,0.01,0.04,0.16,0.98,0.99,0.98,0.95,0.72
nOBDayqXRcUIGAIjEBXnXQ,3.0,Orlando,1.0,0.01,0.02,0.01,0.28,0.0,0.98,0.97,0.98,0.56
nOBDayqXRcUIGAIjEBXnXQ,2.0,Orlando,0.0,0.01,0.01,0.06,0.19,0.96,0.98,0.99,0.93,0.74
5JT7wa6_RtDTIAu_cA4XPA,1.0,Orlando,0.0,0.01,0.01,0.01,0.14,0.02,0.99,0.99,0.98,0.85
5JT7wa6_RtDTIAu_cA4XPA,1.0,Orlando,0.01,0.0,0.0,0.01,0.04,0.52,0.99,0.99,0.99,0.95
5JT7wa6_RtDTIAu_cA4XPA,1.0,Orlando,0.0,0.0,0.01,0.01,0.09,0.99,0.99,0.99,0.99,0.86
5JT7wa6_RtDTIAu_cA4XPA,1.0,Orlando,0.0,0.01,0.0,0.35,0.13,0.03,0.96,0.65,0.57,0.32
5JT7wa6_RtDTIAu_cA4XPA,1.0,Orlando,0.01,0.01,0.01,0.03,0.06,0.45,0.99,0.98,0.96,0.8
5JT7wa6_RtDTIAu_cA4XPA,1.0,Orlando,0.0,0.0,0.01,0.03,0.19,0.0,0.99,0.99,0.97,0.61
5JT7wa6_RtDTIAu_cA4XPA,5.0,Orlando,0.0,0.99,0.33,0.82,0.48,0.0,0.0,0.44,0.12,0.18
5JT7wa6_RtDTIAu_cA4XPA,5.0,Orlando,0.05,0.99,0.91,1.0,0.77,0.45,0.0,0.06,0.0,0.07
5JT7wa6_RtDTIAu_cA4XPA,2.0,Orlando,0.0,0.01,0.05,0.02,0.07,0.9,0.98,0.42,0.96,0.73
5JT7wa6_RtDTIAu_cA4XPA,3.0,Orlando,0.34,0.98,0.67,0.84,0.65,0.21,0.01,0.11,0.09,0.1
5JT7wa6_RtDTIAu_cA4XPA,4.0,Orlando,0.66,0.54,0.02,0.15,0.54,0.27,0.44,0.96,0.81,0.18
RdHZAcsilwT61oxFtkZYCw,1.0,Orlando,0.09,0.01,0.01,0.09,0.17,0.87,0.99,0.99,0.9,0.66
RdHZAcsilwT61oxFtkZYCw,1.0,Orlando,0.0,0.01,0.01,0.27,0.06,0.01,0.97,0.59,0.66,0.38
RdHZAcsilwT61oxFtkZYCw,1.0,Orlando,0.02,0.01,0.01,0.02,0.01,0.51,0.99,0.98,0.96,0.97
RdHZAcsilwT61oxFtkZYCw,1.0,Orlando,0.0,0.01,0.0,0.01,0.02,0.43,0.99,0.99,0.99,0.91
RdHZAcsilwT61oxFtkZYCw,4.0,Orlando,0.29,1.0,0.48,0.85,1.0,0.05,0.0,0.24,0.08,0.0
RdHZAcsilwT61oxFtkZYCw,4.0,Orlando,0.3,0.54,0.18,0.72,0.58,0.32,0.36,0.76,0.22,0.24
RdHZAcsilwT61oxFtkZYCw,5.0,Orlando,0.5,1.0,0.4,0.74,0.76,0.0,0.0,0.52,0.17,0.08
RdHZAcsilwT61oxFtkZYCw,3.0,Orlando,0.0,0.05,0.04,0.06,0.16,0.11,0.78,0.83,0.85,0.47
SwafLjsIK8X4F6md2n6PRw,5.0,Orlando,0.16,0.75,0.54,0.58,0.51,0.47,0.12,0.32,0.29,0.15
SwafLjsIK8X4F6md2n6PRw,5.0,Orlando,0.23,0.66,0.44,0.74,0.52,0.52,0.19,0.44,0.2,0.15
SwafLjsIK8X4F6md2n6PRw,5.0,Orlando,0.84,0.68,0.07,1.0,1.0,0.06,0.22,0.86,0.0,0.0
SwafLjsIK8X4F6md2n6PRw,5.0,Orlando,0.12,0.63,0.35,0.68,0.49,0.77,0.36,0.63,0.31,0.39
SwafLjsIK8X4F6md2n6PRw,5.0,Orlando,0.11,1.0,0.98,0.83,0.89,0.81,0.0,0.01,0.15,0.06
SwafLjsIK8X4F6md2n6PRw,4.0,Orlando,0.0,0.01,0.01,0.05,0.55,0.93,0.98,0.98,0.93,0.28
SwafLjsIK8X4F6md2n6PRw,4.0,Orlando,0.01,0.01,0.01,0.04,0.31,0.99,0.98,0.98,0.95,0.67
SwafLjsIK8X4F6md2n6PRw,1.0,Orlando,0.01,0.06,0.27,0.14,0.12,0.66,0.83,0.63,0.78,0.45
SwafLjsIK8X4F6md2n6PRw,2.0,Orlando,0.01,0.01,0.05,0.0,0.18,0.97,0.99,0.93,0.99,0.7
SwafLjsIK8X4F6md2n6PRw,3.0,Orlando,1.0,0.01,0.04,0.12,0.47,0.0,0.95,0.82,0.6,0.11
ooNOrdHdhmhS7guiIpDDuA,5.0,Orlando,1.0,0.92,0.88,0.89,0.83,0.0,0.05,0.09,0.09,0.06
ooNOrdHdhmhS7guiIpDDuA,5.0,Orlando,0.63,0.69,0.67,0.65,0.66,0.13,0.22,0.21,0.28,0.15
ooNOrdHdhmhS7guiIpDDuA,5.0,Orlando,1.0,1.0,0.99,0.99,0.97,0.0,0.0,0.01,0.01,0.01
ooNOrdHdhmhS7guiIpDDuA,5.0,Orlando,0.97,0.99,0.97,0.98,1.0,0.01,0.0,0.02,0.01,0.0
ooNOrdHdhmhS7guiIpDDuA,5.0,Orlando,0.01,1.0,0.16,0.69,0.25,0.14,0.0,0.65,0.19,0.13
ooNOrdHdhmhS7guiIpDDuA,5.0,Orlando,1.0,0.88,0.56,0.84,0.72,0.0,0.09,0.42,0.14,0.14
ooNOrdHdhmhS7guiIpDDuA,5.0,Orlando,1.0,1.0,0.99,0.99,0.94,0.0,0.0,0.01,0.0,0.01
ooNOrdHdhmhS7guiIpDDuA,1.0,Orlando,0.0,0.0,0.01,0.03,0.04,0.01,0.98,0.98,0.96,0.82
mSo-QZ-soa01QzowFHS__Q,1.0,Orlando,0.0,0.01,0.03,0.15,0.1,0.06,0.87,0.8,0.78,0.33
mSo-QZ-soa01QzowFHS__Q,1.0,Orlando,0.0,0.01,0.01,0.07,0.12,0.31,0.92,0.93,0.87,0.56
mSo-QZ-soa01QzowFHS__Q,1.0,Orlando,0.0,0.0,0.0,0.01,0.05,0.99,0.99,0.99,0.98,0.72
mSo-QZ-soa01QzowFHS__Q,1.0,Orlando,0.0,0.01,0.01,0.04,0.1,0.28,0.97,0.95,0.91,0.53
mSo-QZ-soa01QzowFHS__Q,1.0,Orlando,0.0,0.0,0.01,0.02,0.14,0.03,0.99,0.98,0.97,0.73
mSo-QZ-soa01QzowFHS__Q,1.0,Orlando,0.01,0.01,0.01,0.02,0.29,0.91,0.99,0.99,0.97,0.65
mSo-QZ-soa01QzowFHS__Q,1.0,Orlando,0.0,0.06,0.02,0.08,0.1,0.14,0.66,0.84,0.69,0.35
mSo-QZ-soa01QzowFHS__Q,2.0,Orlando,0.04,0.04,0.06,0.05,0.18,0.61,0.9,0.82,0.91,0.52
mSo-QZ-soa01QzowFHS__Q,4.0,Orlando,0.34,0.4,0.23,0.3,0.32,0.26,0.52,0.65,0.57,0.31
mSo-QZ-soa01QzowFHS__Q,3.0,Orlando,1.0,0.07,0.02,0.02,0.97,0.0,0.91,0.98,0.98,0.01
mSo-QZ-soa01QzowFHS__Q,5.0,Orlando,1.0,0.86,0.81,1.0,0.85,0.0,0.11,0.12,0.0,0.04
S0QEoRla89uZyI1BCkqtxw,5.0,Orlando,0.01,1.0,1.0,0.55,1.0,0.21,0.0,0.0,0.28,0.0
S0QEoRla89uZyI1BCkqtxw,5.0,Orlando,0.02,0.14,0.3,0.3,0.29,0.3,0.34,0.51,0.41,0.22
S0QEoRla89uZyI1BCkqtxw,5.0,Orlando,0.14,0.27,0.71,0.81,0.69,0.7,0.6,0.25,0.16,0.16
S0QEoRla89uZyI1BCkqtxw,5.0,Orlando,1.0,1.0,0.99,0.98,0.98,0.0,0.0,0.0,0.01,0.01
S0QEoRla89uZyI1BCkqtxw,5.0,Orlando,0.35,0.96,0.96,0.92,0.9,0.44,0.03,0.03,0.06,0.05
S0QEoRla89uZyI1BCkqtxw,4.0,Orlando,0.17,0.66,0.61,0.57,0.63,0.45,0.27,0.22,0.33,0.12
S0QEoRla89uZyI1BCkqtxw,4.0,Orlando,0.07,0.43,0.84,0.69,0.7,0.83,0.49,0.13,0.27,0.18
S0QEoRla89uZyI1BCkqtxw,3.0,Orlando,0.03,0.19,0.33,0.28,0.3,0.72,0.61,0.49,0.58,0.35
S0QEoRla89uZyI1BCkqtxw,2.0,Orlando,0.12,0.26,0.1,0.35,0.42,0.65,0.67,0.88,0.6,0.5
S0QEoRla89uZyI1BCkqtxw,1.0,Orlando,0.09,0.01,0.01,0.07,0.23,0.86,0.98,0.99,0.93,0.72
5SrDt_YHz29CIaKVp9_9yQ,5.0,Orlando,1.0,1.0,0.92,0.88,0.81,0.0,0.0,0.07,0.08,0.06
5SrDt_YHz29CIaKVp9_9yQ,5.0,Orlando,0.55,0.99,0.69,0.73,0.72,0.18,0.0,0.21,0.19,0.13
5SrDt_YHz29CIaKVp9_9yQ,5.0,Orlando,0.95,1.0,0.97,0.99,1.0,0.03,0.0,0.02,0.0,0.0
5SrDt_YHz29CIaKVp9_9yQ,5.0,Orlando,0.87,0.99,0.98,0.92,0.74,0.05,0.0,0.01,0.06,0.1
5SrDt_YHz29CIaKVp9_9yQ,5.0,Orlando,1.0,1.0,1.0,0.99,0.94,0.0,0.0,0.0,0.01,0.02
5SrDt_YHz29CIaKVp9_9yQ,5.0,Orlando,0.79,0.81,0.8,0.88,0.58,0.03,0.06,0.1,0.07,0.06
5SrDt_YHz29CIaKVp9_9yQ,4.0,Orlando,0.43,0.95,1.0,0.94,1.0,0.21,0.03,0.0,0.04,0.0
5SrDt_YHz29CIaKVp9_9yQ,4.0,Orlando,0.95,0.93,0.97,0.98,0.73,0.01,0.03,0.02,0.01,0.06
5SrDt_YHz29CIaKVp9_9yQ,2.0,Orlando,0.01,0.01,0.01,0.2,0.21,0.71,0.96,0.96,0.71,0.41
k4zJfURHmAWRMECfGS5fxQ,5.0,Orlando,1.0,1.0,0.88,0.88,0.66,0.0,0.0,0.06,0.08,0.11
k4zJfURHmAWRMECfGS5fxQ,5.0,Orlando,0.7,0.84,0.26,0.65,0.43,0.06,0.03,0.27,0.16,0.11
k4zJfURHmAWRMECfGS5fxQ,5.0,Orlando,0.97,1.0,0.99,0.99,0.91,0.02,0.0,0.01,0.01,0.03
k4zJfURHmAWRMECfGS5fxQ,5.0,Orlando,1.0,0.97,0.86,0.77,0.77,0.0,0.02,0.09,0.17,0.11
k4zJfURHmAWRMECfGS5fxQ,5.0,Orlando,0.97,0.99,0.99,0.99,0.92,0.02,0.01,0.01,0.01,0.03
k4zJfURHmAWRMECfGS5fxQ,5.0,Orlando,1.0,1.0,0.88,0.93,0.51,0.0,0.0,0.04,0.04,0.08
k4zJfURHmAWRMECfGS5fxQ,4.0,Orlando,0.87,0.99,0.96,0.94,0.7,0.01,0.01,0.02,0.04,0.1
k4zJfURHmAWRMECfGS5fxQ,3.0,Orlando,0.02,0.31,0.26,0.48,0.6,0.48,0.51,0.53,0.5,0.03
k4zJfURHmAWRMECfGS5fxQ,1.0,Orlando,0.03,0.01,0.02,0.05,0.31,0.69,0.99,0.97,0.93,0.42
k4zJfURHmAWRMECfGS5fxQ,2.0,Orlando,0.02,0.02,0.02,0.04,0.04,0.47,0.86,0.9,0.85,0.69
uQa8d6ZGQu5Hng9NxXs3mg,5.0,Orlando,0.18,0.54,0.53,0.65,0.55,0.07,0.24,0.35,0.25,0.18
uQa8d6ZGQu5Hng9NxXs3mg,5.0,Orlando,0.92,0.97,0.92,0.93,0.79,0.02,0.02,0.06,0.05,0.1
uQa8d6ZGQu5Hng9NxXs3mg,5.0,Orlando,0.67,0.77,0.84,0.92,0.81,0.03,0.11,0.08,0.04,0.05
uQa8d6ZGQu5Hng9NxXs3mg,5.0,Orlando,0.99,0.98,0.99,0.97,0.92,0.01,0.01,0.0,0.02,0.04
uQa8d6ZGQu5Hng9NxXs3mg,5.0,Orlando,0.9,0.84,0.98,0.84,0.71,0.07,0.12,0.02,0.13,0.16
uQa8d6ZGQu5Hng9NxXs3mg,5.0,Orlando,0.16,0.47,0.91,0.91,0.62,0.03,0.26,0.04,0.06,0.11
uQa8d6ZGQu5Hng9NxXs3mg,5.0,Orlando,0.99,0.52,0.52,0.52,0.51,0.0,0.01,0.02,0.07,0.03
uQa8d6ZGQu5Hng9NxXs3mg,2.0,Orlando,0.01,0.97,0.01,0.87,0.13,0.99,0.02,0.99,0.09,0.79
uQa8d6ZGQu5Hng9NxXs3mg,1.0,Orlando,0.01,0.01,0.01,0.08,0.29,0.96,0.98,0.98,0.91,0.61
uQa8d6ZGQu5Hng9NxXs3mg,4.0,Orlando,0.01,0.48,0.04,0.67,0.65,0.03,0.18,0.9,0.19,0.13
uQa8d6ZGQu5Hng9NxXs3mg,3.0,Orlando,0.01,0.02,0.02,0.04,0.17,0.97,0.97,0.97,0.95,0.72
J26UGONCInwlmMKkRAc75g,3.0,Orlando,0.94,0.08,0.02,0.04,0.18,0.04,0.92,0.98,0.96,0.79
J26UGONCInwlmMKkRAc75g,3.0,Orlando,0.03,0.05,0.01,0.1,0.45,0.91,0.9,0.99,0.87,0.4
J26UGONCInwlmMKkRAc75g,1.0,Orlando,0.5,0.03,0.03,0.07,0.04,0.0,0.7,0.5,0.46,0.12
J26UGONCInwlmMKkRAc75g,1.0,Orlando,0.0,0.0,0.01,0.02,0.07,0.03,0.99,0.99,0.98,0.9
J26UGONCInwlmMKkRAc75g,2.0,Orlando,0.0,0.0,0.0,0.09,0.06,0.6,0.94,0.97,0.86,0.62
J26UGONCInwlmMKkRAc75g,2.0,Orlando,0.0,0.03,0.01,0.05,0.2,0.98,0.95,0.98,0.94,0.71
J26UGONCInwlmMKkRAc75g,5.0,Orlando,1.0,1.0,0.98,0.89,0.63,0.0,0.0,0.01,0.05,0.14
J26UGONCInwlmMKkRAc75g,4.0,Orlando,0.0,0.05,0.01,0.08,0.06,0.06,0.27,0.43,0.56,0.24
F7tj9dFlb32gtuukk1E32g,1.0,Orlando,0.0,0.01,0.01,0.3,0.21,0.06,0.94,0.95,0.64,0.47
F7tj9dFlb32gtuukk1E32g,1.0,Orlando,0.0,0.0,0.0,0.02,0.06,0.18,0.99,0.72,0.97,0.64
F7tj9dFlb32gtuukk1E32g,1.0,Orlando,0.04,0.01,0.01,0.05,0.14,0.35,0.99,0.97,0.94,0.67
F7tj9dFlb32gtuukk1E32g,1.0,Orlando,0.01,0.03,0.02,0.14,0.22,0.82,0.88,0.93,0.76,0.45
F7tj9dFlb32gtuukk1E32g,1.0,Orlando,0.0,0.87,0.05,0.14,0.34,0.01,0.13,0.94,0.84,0.51
F7tj9dFlb32gtuukk1E32g,1.0,Orlando,0.01,0.0,0.0,0.01,0.03,0.84,0.99,0.99,0.98,0.91
F7tj9dFlb32gtuukk1E32g,1.0,Orlando,0.01,0.02,0.01,0.14,0.06,0.67,0.96,0.95,0.81,0.41
F7tj9dFlb32gtuukk1E32g,2.0,Orlando,0.91,0.01,0.01,0.02,1.0,0.0,0.99,0.99,0.98,0.0
F7tj9dFlb32gtuukk1E32g,5.0,Orlando,0.99,0.95,0.98,0.93,0.83,0.01,0.03,0.01,0.04,0.07
F7tj9dFlb32gtuukk1E32g,3.0,Orlando,0.0,0.06,0.03,0.27,0.21,0.01,0.7,0.91,0.63,0.45
Si__hOC86UBaG1-JvB-N0Q,5.0,Orlando,1.0,1.0,0.99,0.97,0.79,0.0,0.0,0.01,0.02,0.07
Si__hOC86UBaG1-JvB-N0Q,5.0,Orlando,1.0,0.84,0.02,0.59,0.56,0.0,0.09,0.95,0.3,0.18
Si__hOC86UBaG1-JvB-N0Q,5.0,Orlando,1.0,1.0,0.95,0.98,0.88,0.0,0.0,0.04,0.01,0.04
Si__hOC86UBaG1-JvB-N0Q,5.0,Orlando,1.0,0.99,0.95,0.96,0.83,0.0,0.01,0.03,0.03,0.05
Si__hOC86UBaG1-JvB-N0Q,5.0,Orlando,1.0,0.99,0.89,0.96,0.77,0.0,0.0,0.08,0.03,0.08
Si__hOC86UBaG1-JvB-N0Q,5.0,Orlando,1.0,1.0,0.95,0.96,0.79,0.0,0.0,0.03,0.02,0.06
Si__hOC86UBaG1-JvB-N0Q,5.0,Orlando,1.0,1.0,0.98,0.98,0.88,0.0,0.0,0.01,0.01,0.04
Si__hOC86UBaG1-JvB-N0Q,5.0,Orlando,1.0,1.0,0.93,0.97,0.71,0.0,0.0,0.03,0.01,0.05
Si__hOC86UBaG1-JvB-N0Q,5.0,Orlando,1.0,1.0,0.85,0.91,0.75,0.0,0.0,0.04,0.04,0.04
Si__hOC86UBaG1-JvB-N0Q,1.0,Orlando,0.01,0.01,0.01,0.05,0.21,0.99,0.99,0.98,0.94,0.62
Si__hOC86UBaG1-JvB-N0Q,2.0,Orlando,0.01,0.01,0.01,0.11,0.42,0.99,0.98,0.99,0.88,0.47
Si__hOC86UBaG1-JvB-N0Q,4.0,Orlando,0.44,1.0,0.06,0.68,0.76,0.07,0.0,0.92,0.22,0.12
Si__hOC86UBaG1-JvB-N0Q,3.0,Orlando,0.33,0.08,0.08,0.1,0.03,0.01,0.4,0.36,0.56,0.21
4UdN4CrCNjWjEpNUR3aSOw,5.0,Orlando,0.99,0.96,0.9,0.95,0.86,0.01,0.04,0.08,0.04,0.07
4UdN4CrCNjWjEpNUR3aSOw,5.0,Orlando,1.0,0.98,0.04,0.97,0.91,0.0,0.02,0.95,0.02,0.05
4UdN4CrCNjWjEpNUR3aSOw,4.0,Orlando,0.97,0.24,0.69,0.54,0.47,0.0,0.45,0.18,0.32,0.11
4UdN4CrCNjWjEpNUR3aSOw,4.0,Orlando,0.93,0.73,0.76,0.58,0.62,0.02,0.17,0.18,0.35,0.17
4UdN4CrCNjWjEpNUR3aSOw,1.0,Orlando,0.0,0.01,0.01,0.04,0.11,0.96,0.99,0.99,0.96,0.87
4UdN4CrCNjWjEpNUR3aSOw,3.0,Orlando,0.4,0.41,0.36,0.43,0.6,0.25,0.41,0.55,0.43,0.2
4UdN4CrCNjWjEpNUR3aSOw,2.0,Orlando,0.01,0.07,0.03,0.1,0.13,0.22,0.7,0.73,0.77,0.34
EaV9X0hpWP7YYO1Qth4uzg,1.0,Orlando,0.0,0.0,0.0,0.01,0.07,0.98,0.99,0.99,0.99,0.9
EaV9X0hpWP7YYO1Qth4uzg,1.0,Orlando,0.0,0.01,0.01,0.15,0.14,0.18,0.94,0.97,0.77,0.6
EaV9X0hpWP7YYO1Qth4uzg,1.0,Orlando,0.0,0.0,0.01,0.03,0.02,0.01,0.98,0.91,0.93,0.67
EaV9X0hpWP7YYO1Qth4uzg,1.0,Orlando,0.01,0.02,0.01,0.05,0.15,0.5,0.77,0.78,0.79,0.44
EaV9X0hpWP7YYO1Qth4uzg,2.0,Orlando,0.0,0.01,0.01,0.03,0.06,0.03,0.33,0.44,0.68,0.1
EaV9X0hpWP7YYO1Qth4uzg,2.0,Orlando,0.0,0.0,0.0,0.0,0.02,0.98,0.97,0.99,0.99,0.94
EaV9X0hpWP7YYO1Qth4uzg,5.0,Orlando,1.0,1.0,0.79,0.67,0.43,0.0,0.0,0.03,0.09,0.06
EaV9X0hpWP7YYO1Qth4uzg,5.0,Orlando,0.15,0.99,0.89,0.89,0.74,0.29,0.0,0.06,0.07,0.08
EaV9X0hpWP7YYO1Qth4uzg,4.0,Orlando,0.23,0.66,0.52,0.59,0.53,0.04,0.04,0.15,0.19,0.08
EaV9X0hpWP7YYO1Qth4uzg,3.0,Orlando,0.0,0.01,0.02,1.0,0.38,0.94,0.97,0.97,0.0,0.31
mUZhHf68AgwgmeQWs6bu5w,1.0,Orlando,0.01,0.0,0.0,0.01,0.04,0.98,0.99,0.99,0.98,0.96
mUZhHf68AgwgmeQWs6bu5w,1.0,Orlando,0.01,0.01,0.01,0.04,0.06,0.98,0.98,0.99,0.95,0.89
mUZhHf68AgwgmeQWs6bu5w,1.0,Orlando,0.03,0.01,0.01,0.08,0.15,0.14,0.97,0.98,0.89,0.56
mUZhHf68AgwgmeQWs6bu5w,1.0,Orlando,0.0,0.0,0.22,0.1,0.13,0.98,0.99,0.23,0.88,0.7
mUZhHf68AgwgmeQWs6bu5w,4.0,Orlando,0.6,0.85,0.84,0.87,0.55,0.03,0.05,0.06,0.09,0.11
mUZhHf68AgwgmeQWs6bu5w,4.0,Orlando,0.01,0.17,0.19,0.72,0.2,0.0,0.04,0.08,0.14,0.06
mUZhHf68AgwgmeQWs6bu5w,4.0,Orlando,0.98,1.0,0.98,0.99,0.89,0.01,0.0,0.01,0.01,0.03
mUZhHf68AgwgmeQWs6bu5w,5.0,Orlando,1.0,1.0,0.99,0.99,0.96,0.0,0.0,0.01,0.01,0.02
