,Unnamed: 0.1.1.1,business_id,stars,city,food_pos,service_pos,price_pos,clean_pos,location_pos,food_neg,service_neg,price_neg,clean_neg,location_neg
3014,1593574,tYl4Ub7wKye1D0CR8yLxHw,1.0,Atlanta,0.01,0.01,0.01,0.07,0.16,0.04,0.95,0.94,0.84,0.56
3015,1625133,tYl4Ub7wKye1D0CR8yLxHw,5.0,Atlanta,0.64,0.53,0.75,0.77,0.57,0.17,0.17,0.11,0.14,0.15
3016,1668745,tYl4Ub7wKye1D0CR8yLxHw,3.0,Atlanta,0.39,0.06,0.01,0.2,0.18,0.03,0.62,0.99,0.58,0.32
3017,1669735,tYl4Ub7wKye1D0CR8yLxHw,5.0,Atlanta,0.97,0.93,0.95,0.82,0.84,0.02,0.06,0.04,0.16,0.09
3018,1683089,tYl4Ub7wKye1D0CR8yLxHw,2.0,Atlanta,0.08,0.02,0.01,0.05,0.23,0.58,0.93,0.96,0.92,0.45
3019,1683090,tYl4Ub7wKye1D0CR8yLxHw,5.0,Atlanta,0.65,0.93,0.67,0.84,0.66,0.08,0.03,0.18,0.09,0.08
3020,939370,Yhiws_Ul6P9VStAFXNiGAQ,5.0,Atlanta,0.52,0.77,0.68,0.94,0.59,0.01,0.13,0.19,0.04,0.05
3021,1587783,Yhiws_Ul6P9VStAFXNiGAQ,5.0,Atlanta,0.99,1.0,0.89,0.97,0.92,0.01,0.0,0.08,0.02,0.03
3022,1241332,Yhiws_Ul6P9VStAFXNiGAQ,5.0,Atlanta,1.0,1.0,0.97,0.92,0.8,0.0,0.0,0.02,0.06,0.08
3023,1368925,Yhiws_Ul6P9VStAFXNiGAQ,5.0,Atlanta,0.91,0.95,0.94,0.88,0.89,0.05,0.04,0.04,0.1,0.02
3024,1380109,Yhiws_Ul6P9VStAFXNiGAQ,4.0,Atlanta,0.19,0.29,0.07,0.18,0.2,0.47,0.38,0.74,0.57,0.29
3025,1058371,Yhiws_Ul6P9VStAFXNiGAQ,4.0,Atlanta,0.96,1.0,0.93,0.98,0.97,0.01,0.0,0.04,0.01,0.01
3026,1207381,Yhiws_Ul6P9VStAFXNiGAQ,4.0,Atlanta,0.0,0.49,0.7,0.69,0.68,0.01,0.5,0.16,0.2,0.09
3027,1271279,Yhiws_Ul6P9VStAFXNiGAQ,1.0,Atlanta,0.0,0.01,0.01,0.01,0.09,0.64,0.97,0.96,0.27,0.48
3028,1428877,Yhiws_Ul6P9VStAFXNiGAQ,3.0,Atlanta,0.06,0.02,0.01,0.06,0.17,0.26,0.64,0.7,0.73,0.29
3029,1607147,Yhiws_Ul6P9VStAFXNiGAQ,2.0,Atlanta,0.12,0.09,0.07,0.39,0.48,0.01,0.71,0.86,0.47,0.17
3030,1384984,co4-7hNnkQuw2E9j5Lxxpg,5.0,Atlanta,1.0,0.41,1.0,0.77,0.59,0.0,0.35,0.0,0.17,0.13
3031,1415368,co4-7hNnkQuw2E9j5Lxxpg,5.0,Atlanta,0.9,0.32,0.15,0.56,0.62,0.01,0.53,0.79,0.35,0.18
3032,1094913,co4-7hNnkQuw2E9j5Lxxpg,5.0,Atlanta,1.0,0.36,0.41,0.6,0.59,0.0,0.37,0.42,0.29,0.2
3033,1131613,co4-7hNnkQuw2E9j5Lxxpg,4.0,Atlanta,0.0,0.58,0.75,0.97,0.44,0.01,0.1,0.08,0.01,0.09
3034,1507919,co4-7hNnkQuw2E9j5Lxxpg,4.0,Atlanta,0.91,0.92,0.83,0.91,0.8,0.04,0.05,0.15,0.06,0.08
3035,1333943,co4-7hNnkQuw2E9j5Lxxpg,3.0,Atlanta,1.0,0.04,0.01,0.19,0.46,0.0,0.95,0.99,0.79,0.48
3036,1007591,co4-7hNnkQuw2E9j5Lxxpg,2.0,Atlanta,0.5,0.11,0.01,0.24,0.29,0.01,0.6,0.99,0.56,0.25
3037,1090739,co4-7hNnkQuw2E9j5Lxxpg,1.0,Atlanta,0.02,0.01,0.01,0.02,0.02,0.16,0.92,0.97,0.83,0.58
3038,1552363,fiWBrRGTMBfjEbcPBgk0UQ,4.0,Atlanta,0.77,0.62,0.97,0.65,0.54,0.05,0.17,0.01,0.21,0.16
3039,1379332,fiWBrRGTMBfjEbcPBgk0UQ,4.0,Atlanta,0.87,0.99,0.98,1.0,0.85,0.07,0.01,0.01,0.0,0.07
3040,1436101,fiWBrRGTMBfjEbcPBgk0UQ,4.0,Atlanta,1.0,0.99,0.12,0.48,0.39,0.0,0.01,0.81,0.42,0.12
3041,1253971,fiWBrRGTMBfjEbcPBgk0UQ,5.0,Atlanta,1.0,0.58,0.99,0.92,0.83,0.0,0.35,0.01,0.05,0.07
3042,891259,fiWBrRGTMBfjEbcPBgk0UQ,5.0,Atlanta,0.92,0.75,0.95,0.95,0.75,0.05,0.19,0.04,0.04,0.17
3043,1400779,fiWBrRGTMBfjEbcPBgk0UQ,1.0,Atlanta,0.0,0.01,0.01,0.5,0.43,0.22,0.99,0.97,0.49,0.24
3044,1648858,fiWBrRGTMBfjEbcPBgk0UQ,1.0,Atlanta,0.01,0.01,0.01,0.05,0.11,0.67,0.98,0.97,0.93,0.62
3045,1493472,fiWBrRGTMBfjEbcPBgk0UQ,3.0,Atlanta,0.94,0.51,0.51,0.53,0.51,0.01,0.25,0.23,0.37,0.13
3046,1680109,fiWBrRGTMBfjEbcPBgk0UQ,2.0,Atlanta,0.0,0.05,0.01,0.78,0.12,0.11,0.8,0.96,0.03,0.55
3047,1020816,NhRYzLtnHbZivgUGjT8qFw,4.0,Atlanta,1.0,0.01,0.01,0.02,0.12,0.0,0.99,0.98,0.97,0.76
3048,1400682,NhRYzLtnHbZivgUGjT8qFw,4.0,Atlanta,0.16,0.11,0.14,0.23,0.45,0.39,0.66,0.74,0.65,0.32
3049,1638045,NhRYzLtnHbZivgUGjT8qFw,4.0,Atlanta,1.0,1.0,0.98,1.0,0.99,0.0,0.0,0.01,0.0,0.0
3050,1148510,NhRYzLtnHbZivgUGjT8qFw,4.0,Atlanta,0.19,0.49,0.71,0.59,0.5,0.02,0.07,0.05,0.21,0.1
3051,1186275,NhRYzLtnHbZivgUGjT8qFw,5.0,Atlanta,0.9,1.0,0.99,0.87,0.9,0.07,0.0,0.01,0.1,0.05
3052,1098679,NhRYzLtnHbZivgUGjT8qFw,5.0,Atlanta,0.66,0.55,0.62,0.81,0.69,0.06,0.25,0.23,0.11,0.09
3053,1615884,NhRYzLtnHbZivgUGjT8qFw,5.0,Atlanta,0.54,0.7,0.61,0.72,0.62,0.12,0.17,0.23,0.2,0.16
3054,978752,NhRYzLtnHbZivgUGjT8qFw,3.0,Atlanta,0.04,0.05,0.04,0.13,0.37,0.23,0.86,0.89,0.79,0.4
3055,1474434,NhRYzLtnHbZivgUGjT8qFw,2.0,Atlanta,0.0,0.0,0.01,0.02,0.06,0.06,0.88,0.89,0.9,0.6
3056,932164,NhRYzLtnHbZivgUGjT8qFw,1.0,Atlanta,0.02,0.03,0.06,0.27,0.11,0.15,0.71,0.69,0.57,0.39
3057,910804,6J-lSviMGkXXPldhncba_Q,4.0,Atlanta,1.0,1.0,0.9,0.97,0.93,0.0,0.0,0.06,0.02,0.02
3058,1241851,6J-lSviMGkXXPldhncba_Q,4.0,Atlanta,0.83,0.02,1.0,0.65,0.63,0.04,0.98,0.0,0.28,0.17
3059,981251,6J-lSviMGkXXPldhncba_Q,4.0,Atlanta,0.97,0.98,0.99,0.9,0.88,0.02,0.02,0.01,0.08,0.07
3060,1468562,6J-lSviMGkXXPldhncba_Q,5.0,Atlanta,1.0,1.0,1.0,0.99,0.99,0.0,0.0,0.0,0.01,0.01
3061,1667498,6J-lSviMGkXXPldhncba_Q,5.0,Atlanta,0.99,0.97,0.99,0.97,0.9,0.0,0.02,0.0,0.02,0.04
3062,1105689,6J-lSviMGkXXPldhncba_Q,5.0,Atlanta,0.02,0.53,0.04,0.15,0.17,0.43,0.46,0.83,0.67,0.35
3063,1254679,6J-lSviMGkXXPldhncba_Q,3.0,Atlanta,0.48,0.02,0.1,0.61,0.54,0.02,0.91,0.84,0.31,0.13
3064,942780,6J-lSviMGkXXPldhncba_Q,1.0,Atlanta,0.0,0.0,0.0,0.0,0.0,0.03,0.84,0.88,0.78,0.59
3065,1143560,6J-lSviMGkXXPldhncba_Q,2.0,Atlanta,0.01,0.01,0.01,0.08,0.31,0.93,0.98,0.99,0.91,0.5
3066,1371841,4pq3yCvk4Z-aGFQAgznCww,1.0,Atlanta,0.0,0.0,0.0,0.01,0.01,0.15,0.99,0.99,0.98,0.86
3067,1463929,4pq3yCvk4Z-aGFQAgznCww,1.0,Atlanta,0.09,0.13,0.06,0.51,0.3,0.22,0.65,0.83,0.35,0.43
3068,1382875,4pq3yCvk4Z-aGFQAgznCww,1.0,Atlanta,1.0,0.03,0.01,0.05,0.09,0.0,0.9,0.95,0.91,0.55
3069,950852,4pq3yCvk4Z-aGFQAgznCww,1.0,Atlanta,0.0,0.09,0.06,0.34,0.31,0.33,0.63,0.86,0.52,0.28
3070,1156012,4pq3yCvk4Z-aGFQAgznCww,1.0,Atlanta,0.0,0.01,0.01,0.03,0.12,0.17,0.98,0.97,0.95,0.53
3071,926787,4pq3yCvk4Z-aGFQAgznCww,5.0,Atlanta,0.08,1.0,0.68,0.87,0.58,0.07,0.0,0.18,0.08,0.1
3072,1328751,4pq3yCvk4Z-aGFQAgznCww,3.0,Atlanta,0.0,0.01,0.02,0.18,0.08,0.1,0.95,0.92,0.77,0.46
3073,1241904,4pq3yCvk4Z-aGFQAgznCww,2.0,Atlanta,0.02,0.99,0.01,0.14,0.43,0.95,0.0,0.98,0.84,0.48
3074,1459494,4pq3yCvk4Z-aGFQAgznCww,4.0,Atlanta,0.49,0.68,0.42,0.52,0.64,0.0,0.14,0.44,0.37,0.04
3075,1538799,ypcxtK09vGtgN32FTcaveA,5.0,Atlanta,0.99,1.0,0.99,1.0,0.98,0.01,0.0,0.01,0.0,0.01
3076,1666691,ypcxtK09vGtgN32FTcaveA,5.0,Atlanta,0.95,0.99,0.99,0.98,0.76,0.03,0.01,0.01,0.01,0.08
3077,1521688,ypcxtK09vGtgN32FTcaveA,5.0,Atlanta,1.0,1.0,0.74,0.98,0.54,0.0,0.0,0.02,0.01,0.05
3078,1666542,ypcxtK09vGtgN32FTcaveA,5.0,Atlanta,0.65,0.99,0.83,0.88,0.66,0.01,0.0,0.04,0.07,0.07
3079,1695865,ypcxtK09vGtgN32FTcaveA,1.0,Atlanta,0.0,0.01,0.01,0.06,0.13,0.02,0.99,0.99,0.93,0.8
3080,1621412,ypcxtK09vGtgN32FTcaveA,1.0,Atlanta,0.11,0.5,0.33,0.14,0.52,0.27,0.48,0.62,0.79,0.36
3081,1676511,ypcxtK09vGtgN32FTcaveA,4.0,Atlanta,0.19,0.49,0.69,0.67,0.62,0.13,0.22,0.16,0.21,0.12
3082,1677196,ypcxtK09vGtgN32FTcaveA,3.0,Atlanta,0.06,0.44,0.99,0.36,0.3,0.21,0.23,0.0,0.38,0.2
3083,1429946,ypcxtK09vGtgN32FTcaveA,2.0,Atlanta,0.01,0.01,0.02,0.04,0.09,0.86,0.98,0.95,0.93,0.72
3084,1528693,t5dYdtXGhB5rH3qsbDq_hQ,5.0,Atlanta,1.0,1.0,0.99,0.89,0.74,0.0,0.0,0.01,0.08,0.13
3085,1691980,t5dYdtXGhB5rH3qsbDq_hQ,5.0,Atlanta,1.0,1.0,0.99,0.99,0.98,0.0,0.0,0.01,0.01,0.01
3086,1470452,t5dYdtXGhB5rH3qsbDq_hQ,5.0,Atlanta,0.97,0.98,1.0,0.98,0.9,0.01,0.01,0.0,0.02,0.02
3087,1689237,t5dYdtXGhB5rH3qsbDq_hQ,5.0,Atlanta,0.99,1.0,0.99,0.99,0.93,0.0,0.0,0.0,0.01,0.04
3088,1695621,t5dYdtXGhB5rH3qsbDq_hQ,4.0,Atlanta,0.42,0.17,1.0,0.34,0.3,0.03,0.18,0.0,0.2,0.22
3089,996188,t5dYdtXGhB5rH3qsbDq_hQ,4.0,Atlanta,1.0,0.96,0.94,0.94,0.91,0.0,0.02,0.03,0.04,0.04
3090,1081231,t5dYdtXGhB5rH3qsbDq_hQ,3.0,Atlanta,0.34,0.33,0.99,0.36,0.41,0.09,0.55,0.01,0.47,0.2
3091,1583065,t5dYdtXGhB5rH3qsbDq_hQ,1.0,Atlanta,0.52,0.01,0.5,0.04,0.05,0.14,0.96,0.47,0.92,0.6
3092,1159157,GqCFSzqDyDi45Zm0Oy75xA,1.0,Atlanta,0.01,0.02,0.01,0.17,0.11,0.72,0.92,0.95,0.76,0.65
3093,1175221,GqCFSzqDyDi45Zm0Oy75xA,1.0,Atlanta,0.01,0.04,0.02,0.09,0.09,0.24,0.79,0.57,0.64,0.32
3094,1521858,GqCFSzqDyDi45Zm0Oy75xA,1.0,Atlanta,0.44,0.22,0.27,0.24,0.37,0.12,0.67,0.67,0.63,0.46
3095,1226964,GqCFSzqDyDi45Zm0Oy75xA,5.0,Atlanta,1.0,0.98,1.0,0.96,0.85,0.0,0.01,0.0,0.02,0.06
3096,1380713,GqCFSzqDyDi45Zm0Oy75xA,5.0,Atlanta,0.04,0.42,0.47,0.37,0.35,0.01,0.27,0.32,0.47,0.22
3097,1337627,GqCFSzqDyDi45Zm0Oy75xA,4.0,Atlanta,0.99,0.93,0.92,0.95,0.87,0.0,0.02,0.03,0.02,0.02
3098,897112,GqCFSzqDyDi45Zm0Oy75xA,3.0,Atlanta,0.11,0.01,0.01,0.07,0.17,0.44,0.94,0.97,0.9,0.6
3099,932731,GqCFSzqDyDi45Zm0Oy75xA,2.0,Atlanta,0.0,0.0,0.0,0.01,0.01,0.99,0.99,0.99,0.99,0.98
3100,1560888,nJ2OawyoI-ZBLMsWOv1XQQ,5.0,Atlanta,1.0,1.0,0.99,0.99,0.96,0.0,0.0,0.01,0.01,0.02
3101,1671985,nJ2OawyoI-ZBLMsWOv1XQQ,5.0,Atlanta,0.95,0.96,0.92,0.94,0.77,0.03,0.03,0.06,0.05,0.1
3102,1296836,nJ2OawyoI-ZBLMsWOv1XQQ,5.0,Atlanta,0.93,0.92,0.99,0.92,0.8,0.05,0.06,0.01,0.06,0.11
3103,943604,nJ2OawyoI-ZBLMsWOv1XQQ,5.0,Atlanta,0.96,0.99,0.96,0.95,0.76,0.02,0.0,0.02,0.03,0.09
3104,1305540,nJ2OawyoI-ZBLMsWOv1XQQ,5.0,Atlanta,0.81,0.99,0.97,0.95,0.89,0.08,0.01,0.02,0.04,0.05
3105,900249,nJ2OawyoI-ZBLMsWOv1XQQ,5.0,Atlanta,1.0,0.99,0.98,0.99,0.93,0.0,0.0,0.01,0.01,0.04
3106,999234,nJ2OawyoI-ZBLMsWOv1XQQ,4.0,Atlanta,0.4,1.0,0.83,0.83,0.68,0.23,0.0,0.1,0.11,0.16
3107,1318170,nJ2OawyoI-ZBLMsWOv1XQQ,4.0,Atlanta,0.12,0.08,0.05,0.19,0.27,0.5,0.65,0.83,0.6,0.46
3108,1047206,nJ2OawyoI-ZBLMsWOv1XQQ,3.0,Atlanta,0.08,0.45,0.37,0.57,0.78,0.09,0.2,0.4,0.29,0.06
3109,1328519,nJ2OawyoI-ZBLMsWOv1XQQ,2.0,Atlanta,0.07,0.04,0.13,0.32,0.21,0.43,0.82,0.69,0.62,0.51
3110,1353760,nJ2OawyoI-ZBLMsWOv1XQQ,1.0,Atlanta,0.01,0.03,0.02,0.12,0.07,0.23,0.76,0.75,0.73,0.36
3111,1257467,lkDa4a8i5gpxxXgdOLyPZg,4.0,Atlanta,0.03,0.12,0.07,0.43,0.28,0.21,0.63,0.72,0.38,0.3
3112,909547,lkDa4a8i5gpxxXgdOLyPZg,4.0,Atlanta,0.02,0.05,0.06,0.27,0.21,0.45,0.72,0.83,0.53,0.34
3113,933715,lkDa4a8i5gpxxXgdOLyPZg,3.0,Atlanta,1.0,0.31,0.05,0.52,0.61,0.0,0.46,0.94,0.33,0.17
3114,1214275,lkDa4a8i5gpxxXgdOLyPZg,3.0,Atlanta,0.27,0.69,0.36,0.27,0.32,0.06,0.26,0.54,0.58,0.29
3115,1304740,lkDa4a8i5gpxxXgdOLyPZg,1.0,Atlanta,0.01,0.01,0.01,0.05,0.29,0.99,0.99,0.99,0.94,0.58
3116,1269376,lkDa4a8i5gpxxXgdOLyPZg,2.0,Atlanta,0.03,0.01,0.03,0.13,0.38,0.88,0.98,0.96,0.84,0.42
3117,1339583,lkDa4a8i5gpxxXgdOLyPZg,5.0,Atlanta,0.45,0.25,0.31,0.5,0.67,0.42,0.64,0.65,0.42,0.24
3118,1428042,xjiEGvcpZZhFfvVkIrkTxw,4.0,Atlanta,0.62,0.02,0.67,0.31,0.37,0.23,0.96,0.25,0.61,0.21
3119,1189364,xjiEGvcpZZhFfvVkIrkTxw,4.0,Atlanta,1.0,1.0,0.99,0.83,0.77,0.0,0.0,0.01,0.12,0.07
3120,1367338,xjiEGvcpZZhFfvVkIrkTxw,4.0,Atlanta,0.5,0.7,0.89,0.93,0.88,0.01,0.09,0.06,0.04,0.03
3121,1625413,xjiEGvcpZZhFfvVkIrkTxw,4.0,Atlanta,0.99,0.94,0.99,0.98,0.96,0.0,0.05,0.01,0.02,0.02
3122,1246519,xjiEGvcpZZhFfvVkIrkTxw,5.0,Atlanta,0.92,0.96,0.98,0.97,0.83,0.03,0.02,0.01,0.02,0.07
3123,1238069,xjiEGvcpZZhFfvVkIrkTxw,5.0,Atlanta,0.08,0.03,0.07,0.56,0.89,0.89,0.96,0.91,0.42,0.06
3124,1329075,xjiEGvcpZZhFfvVkIrkTxw,5.0,Atlanta,0.38,1.0,0.77,0.66,0.84,0.28,0.0,0.17,0.27,0.08
3125,972943,xjiEGvcpZZhFfvVkIrkTxw,3.0,Atlanta,0.95,1.0,1.0,0.81,0.88,0.02,0.0,0.0,0.13,0.05
3126,1488634,xjiEGvcpZZhFfvVkIrkTxw,2.0,Atlanta,0.04,0.01,0.01,0.21,0.35,0.87,0.97,0.98,0.76,0.4
3127,1106474,xjiEGvcpZZhFfvVkIrkTxw,1.0,Atlanta,0.0,0.01,0.01,0.05,0.1,0.78,0.89,0.92,0.84,0.41
3128,1570559,lt-kIiOnSGIPue8FeyX6tg,1.0,Atlanta,0.0,0.01,0.01,0.09,0.03,0.01,0.86,0.61,0.64,0.23
3129,1322306,lt-kIiOnSGIPue8FeyX6tg,1.0,Atlanta,0.0,0.01,0.02,0.01,0.08,0.11,0.97,0.94,0.52,0.42
3130,1533440,lt-kIiOnSGIPue8FeyX6tg,1.0,Atlanta,0.0,0.01,0.01,0.02,0.04,0.31,0.7,0.55,0.68,0.34
3131,1523013,lt-kIiOnSGIPue8FeyX6tg,4.0,Atlanta,0.9,0.56,0.88,0.93,0.88,0.02,0.31,0.06,0.04,0.04
3132,1307325,lt-kIiOnSGIPue8FeyX6tg,4.0,Atlanta,0.01,0.93,0.78,0.91,0.59,0.01,0.02,0.04,0.04,0.09
3133,1493896,lt-kIiOnSGIPue8FeyX6tg,5.0,Atlanta,1.0,0.09,0.12,0.19,0.26,0.0,0.33,0.62,0.44,0.18
3134,1278871,lt-kIiOnSGIPue8FeyX6tg,3.0,Atlanta,0.9,0.44,0.3,0.34,0.47,0.02,0.36,0.6,0.49,0.27
3135,941345,lt-kIiOnSGIPue8FeyX6tg,2.0,Atlanta,0.08,0.01,0.01,0.03,0.13,0.61,0.98,0.99,0.96,0.56
3136,1572346,asNb41HrcqVOIgY9qxz7nw,5.0,Atlanta,0.96,0.98,1.0,0.98,0.83,0.03,0.01,0.0,0.01,0.07
3137,1228588,asNb41HrcqVOIgY9qxz7nw,5.0,Atlanta,0.66,0.99,0.99,0.97,0.84,0.16,0.01,0.01,0.02,0.07
3138,1086733,asNb41HrcqVOIgY9qxz7nw,5.0,Atlanta,0.56,0.59,0.76,0.56,0.55,0.0,0.01,0.02,0.05,0.07
3139,884690,asNb41HrcqVOIgY9qxz7nw,4.0,Atlanta,0.21,0.06,0.06,0.07,0.12,0.01,0.74,0.84,0.81,0.55
3140,1597798,asNb41HrcqVOIgY9qxz7nw,4.0,Atlanta,0.89,0.24,0.27,0.39,0.4,0.0,0.16,0.28,0.22,0.07
3141,902334,asNb41HrcqVOIgY9qxz7nw,3.0,Atlanta,0.23,0.48,0.99,0.54,0.6,0.25,0.31,0.0,0.33,0.14
3142,1376944,asNb41HrcqVOIgY9qxz7nw,3.0,Atlanta,0.24,0.11,0.05,0.48,0.57,0.31,0.74,0.9,0.45,0.18
3143,910826,asNb41HrcqVOIgY9qxz7nw,1.0,Atlanta,0.0,0.23,0.06,0.34,0.16,0.28,0.56,0.8,0.54,0.28
3144,1419388,asNb41HrcqVOIgY9qxz7nw,2.0,Atlanta,0.01,0.01,0.04,0.03,0.26,0.39,0.97,0.93,0.93,0.49
3145,1482618,_VSGO3HqAMYrh9aQPL2szQ,5.0,Atlanta,0.94,0.75,0.98,0.79,0.88,0.04,0.2,0.01,0.16,0.06
3146,1530379,_VSGO3HqAMYrh9aQPL2szQ,5.0,Atlanta,0.99,1.0,0.99,1.0,0.95,0.01,0.0,0.0,0.0,0.02
3147,1595921,_VSGO3HqAMYrh9aQPL2szQ,5.0,Atlanta,0.99,0.99,0.96,0.99,0.9,0.0,0.01,0.03,0.01,0.04
3148,1616986,_VSGO3HqAMYrh9aQPL2szQ,5.0,Atlanta,1.0,0.99,0.05,0.09,0.06,0.0,0.01,0.25,0.4,0.17
3149,1660830,_VSGO3HqAMYrh9aQPL2szQ,5.0,Atlanta,0.19,0.76,0.74,0.93,0.61,0.03,0.09,0.09,0.04,0.11
3150,1060667,3mlCxQWrvmgJDUuXKw9G4Q,1.0,Atlanta,0.02,0.04,0.06,0.52,0.63,0.9,0.93,0.92,0.46,0.17
3151,1067246,3mlCxQWrvmgJDUuXKw9G4Q,2.0,Atlanta,0.0,0.01,0.01,0.05,0.08,0.16,0.77,0.92,0.84,0.48
3152,1125838,3mlCxQWrvmgJDUuXKw9G4Q,4.0,Atlanta,0.4,0.09,0.2,0.3,0.48,0.4,0.85,0.76,0.64,0.3
3153,1233860,3mlCxQWrvmgJDUuXKw9G4Q,3.0,Atlanta,1.0,0.01,0.28,0.55,0.63,0.0,0.99,0.57,0.34,0.13
3154,1501191,3mlCxQWrvmgJDUuXKw9G4Q,3.0,Atlanta,0.0,0.01,0.04,0.09,0.59,0.99,0.99,0.89,0.83,0.11
3155,1523508,3mlCxQWrvmgJDUuXKw9G4Q,1.0,Atlanta,0.0,0.01,0.02,0.16,0.19,0.32,0.98,0.94,0.82,0.54
3156,1551908,3mlCxQWrvmgJDUuXKw9G4Q,2.0,Atlanta,0.03,0.04,0.03,0.05,0.13,0.02,0.64,0.74,0.68,0.4
3157,1653755,3mlCxQWrvmgJDUuXKw9G4Q,1.0,Atlanta,0.0,0.01,0.01,0.03,0.19,0.46,0.99,0.99,0.96,0.8
3158,1664032,3mlCxQWrvmgJDUuXKw9G4Q,1.0,Atlanta,0.01,0.01,0.01,0.02,0.02,0.68,0.99,0.96,0.97,0.97
3159,1491116,IPGggFnmn4fXF6Xci8-qnA,5.0,Atlanta,0.99,0.2,1.0,0.53,0.43,0.0,0.23,0.0,0.27,0.16
3160,1621382,IPGggFnmn4fXF6Xci8-qnA,5.0,Atlanta,1.0,0.96,0.96,0.98,0.82,0.0,0.02,0.01,0.01,0.04
3161,1629409,IPGggFnmn4fXF6Xci8-qnA,5.0,Atlanta,1.0,1.0,0.56,0.4,0.39,0.0,0.0,0.28,0.41,0.16
3162,1641632,IPGggFnmn4fXF6Xci8-qnA,5.0,Atlanta,1.0,0.89,0.93,0.88,0.74,0.0,0.1,0.06,0.11,0.16
3163,1620260,IPGggFnmn4fXF6Xci8-qnA,2.0,Atlanta,0.0,0.01,0.02,0.08,0.18,0.0,0.99,0.95,0.89,0.57
3164,1668915,IPGggFnmn4fXF6Xci8-qnA,2.0,Atlanta,0.01,0.0,0.01,0.01,0.04,0.97,0.98,0.99,0.98,0.86
3165,1695139,IPGggFnmn4fXF6Xci8-qnA,4.0,Atlanta,1.0,1.0,0.09,0.02,0.13,0.0,0.0,0.87,0.96,0.72
3166,1697456,IPGggFnmn4fXF6Xci8-qnA,1.0,Atlanta,0.02,0.01,0.01,0.01,0.03,0.9,0.99,0.99,0.98,0.91
3167,1658413,IPGggFnmn4fXF6Xci8-qnA,3.0,Atlanta,0.26,0.51,0.42,0.45,0.83,0.45,0.47,0.5,0.49,0.03
3168,1584091,9EJWybSw4e2dra1zizRWHQ,5.0,Atlanta,1.0,1.0,0.99,0.98,0.87,0.0,0.0,0.01,0.02,0.05
3169,1481549,9EJWybSw4e2dra1zizRWHQ,5.0,Atlanta,1.0,1.0,0.99,0.91,0.84,0.0,0.0,0.01,0.08,0.06
3170,1300227,9EJWybSw4e2dra1zizRWHQ,5.0,Atlanta,1.0,1.0,0.92,0.9,0.82,0.0,0.0,0.06,0.08,0.08
3171,1564466,9EJWybSw4e2dra1zizRWHQ,4.0,Atlanta,1.0,1.0,0.85,0.96,1.0,0.0,0.0,0.13,0.03,0.0
3172,1033919,9EJWybSw4e2dra1zizRWHQ,4.0,Atlanta,0.99,0.99,0.99,0.83,0.87,0.0,0.01,0.01,0.15,0.07
3173,906183,9EJWybSw4e2dra1zizRWHQ,4.0,Atlanta,0.01,1.0,0.71,0.8,0.7,0.05,0.0,0.16,0.15,0.13
3174,1647765,9EJWybSw4e2dra1zizRWHQ,1.0,Atlanta,0.36,0.06,0.18,0.18,0.26,0.39,0.69,0.68,0.62,0.27
3175,1280361,9EJWybSw4e2dra1zizRWHQ,2.0,Atlanta,0.0,0.02,0.02,0.37,0.08,0.36,0.81,0.76,0.6,0.39
3176,1050585,9EJWybSw4e2dra1zizRWHQ,3.0,Atlanta,0.56,0.09,0.23,0.27,0.59,0.3,0.77,0.67,0.61,0.19
3177,900443,IQPjm6QK1MPXxbPjceZdBQ,5.0,Atlanta,0.66,0.99,0.47,0.52,0.36,0.01,0.01,0.04,0.11,0.05
3178,1132445,IQPjm6QK1MPXxbPjceZdBQ,5.0,Atlanta,1.0,0.99,1.0,0.96,0.89,0.0,0.0,0.0,0.03,0.04
3179,1682003,IQPjm6QK1MPXxbPjceZdBQ,5.0,Atlanta,1.0,0.98,0.93,0.97,0.84,0.0,0.01,0.05,0.02,0.06
3180,996744,IQPjm6QK1MPXxbPjceZdBQ,5.0,Atlanta,0.01,0.99,0.99,0.9,0.64,0.0,0.01,0.01,0.07,0.09
3181,1070296,IQPjm6QK1MPXxbPjceZdBQ,5.0,Atlanta,0.5,0.3,0.57,0.71,0.43,0.0,0.26,0.04,0.18,0.12
3182,1457081,IQPjm6QK1MPXxbPjceZdBQ,5.0,Atlanta,0.6,1.0,0.02,1.0,0.19,0.01,0.0,0.37,0.0,0.16
3183,1257673,IQPjm6QK1MPXxbPjceZdBQ,5.0,Atlanta,1.0,1.0,1.0,0.99,0.96,0.0,0.0,0.0,0.01,0.01
3184,925104,IQPjm6QK1MPXxbPjceZdBQ,4.0,Atlanta,0.99,0.64,0.83,0.75,0.79,0.0,0.25,0.13,0.17,0.08
3185,1273842,IQPjm6QK1MPXxbPjceZdBQ,1.0,Atlanta,0.01,0.01,0.01,0.03,0.14,0.58,0.98,0.95,0.96,0.72
3186,1275240,IQPjm6QK1MPXxbPjceZdBQ,3.0,Atlanta,1.0,0.01,1.0,0.13,0.5,0.0,0.98,0.0,0.86,0.28
3187,1468689,IQPjm6QK1MPXxbPjceZdBQ,2.0,Atlanta,0.06,0.41,0.04,0.16,0.3,0.83,0.47,0.91,0.74,0.38
3188,1688148,kUj4F7nBqHxJHZ48doJF3w,5.0,Atlanta,0.99,0.99,0.98,0.99,0.9,0.0,0.01,0.01,0.01,0.03
