business_id,stars,city,food_pos,service_pos,price_pos,clean_pos,location_pos,food_neg,service_neg,price_neg,clean_neg,location_neg
Wd8Zaf8R5rE9Uu040BMDtA,4.0,Portland,0.99,1.0,0.61,0.76,0.93,0.0,0.0,0.34,0.18,0.02
Wd8Zaf8R5rE9Uu040BMDtA,2.0,Portland,1.0,0.01,0.01,0.03,0.29,0.0,0.99,0.99,0.97,0.59
Wd8Zaf8R5rE9Uu040BMDtA,3.0,Portland,0.34,0.21,0.11,0.24,0.35,0.08,0.38,0.73,0.57,0.22
Wd8Zaf8R5rE9Uu040BMDtA,1.0,Portland,0.01,0.01,0.01,0.02,0.08,0.52,0.99,0.96,0.96,0.58
8qEi1CFucFBy4YrEz0wYDw,5.0,Portland,0.74,0.83,0.93,0.93,0.77,0.16,0.15,0.06,0.06,0.07
8qEi1CFucFBy4YrEz0wYDw,5.0,Portland,1.0,0.97,0.96,0.94,0.82,0.0,0.02,0.02,0.05,0.07
8qEi1CFucFBy4YrEz0wYDw,4.0,Portland,0.8,0.96,0.73,0.91,0.72,0.02,0.01,0.1,0.05,0.08
8qEi1CFucFBy4YrEz0wYDw,4.0,Portland,0.57,0.54,0.53,0.51,0.66,0.35,0.4,0.45,0.41,0.23
8qEi1CFucFBy4YrEz0wYDw,3.0,Portland,0.15,0.06,0.07,0.38,0.37,0.07,0.67,0.85,0.45,0.15
8qEi1CFucFBy4YrEz0wYDw,1.0,Portland,0.03,0.01,0.01,0.01,0.03,0.92,0.99,0.99,0.98,0.95
8qEi1CFucFBy4YrEz0wYDw,2.0,Portland,0.03,0.03,0.02,0.06,0.31,0.9,0.96,0.97,0.92,0.55
fM4O6kBbL0YwzBD__FLjxQ,5.0,Portland,0.81,0.94,0.97,0.95,0.73,0.01,0.02,0.01,0.02,0.04
fM4O6kBbL0YwzBD__FLjxQ,5.0,Portland,0.99,0.86,0.63,0.84,0.69,0.01,0.11,0.32,0.13,0.16
fM4O6kBbL0YwzBD__FLjxQ,5.0,Portland,1.0,1.0,0.59,0.79,0.42,0.0,0.0,0.04,0.04,0.04
fM4O6kBbL0YwzBD__FLjxQ,5.0,Portland,1.0,0.98,0.99,0.97,0.84,0.0,0.01,0.01,0.02,0.07
fM4O6kBbL0YwzBD__FLjxQ,5.0,Portland,0.05,0.34,0.1,0.32,0.14,0.02,0.2,0.65,0.47,0.24
fM4O6kBbL0YwzBD__FLjxQ,5.0,Portland,1.0,1.0,1.0,0.99,0.92,0.0,0.0,0.0,0.01,0.03
fM4O6kBbL0YwzBD__FLjxQ,5.0,Portland,1.0,1.0,0.99,1.0,0.98,0.0,0.0,0.0,0.0,0.01
fM4O6kBbL0YwzBD__FLjxQ,4.0,Portland,0.97,0.04,0.05,0.08,0.38,0.01,0.89,0.9,0.83,0.3
fM4O6kBbL0YwzBD__FLjxQ,2.0,Portland,0.95,0.0,0.0,0.01,0.05,0.04,0.99,0.99,0.99,0.93
fM4O6kBbL0YwzBD__FLjxQ,1.0,Portland,0.99,0.01,0.02,0.13,0.09,0.0,0.98,0.97,0.85,0.86
fM4O6kBbL0YwzBD__FLjxQ,3.0,Portland,0.27,0.06,0.14,0.29,0.57,0.3,0.88,0.78,0.62,0.13
H1E7DsgKBSuuXVeZIVDr0g,1.0,Portland,0.02,0.01,0.01,0.05,0.07,0.64,0.96,0.97,0.92,0.79
H1E7DsgKBSuuXVeZIVDr0g,1.0,Portland,0.0,0.01,0.01,0.04,0.07,0.24,0.94,0.88,0.9,0.47
H1E7DsgKBSuuXVeZIVDr0g,1.0,Portland,0.0,0.07,0.05,0.43,0.11,0.02,0.63,0.75,0.42,0.26
H1E7DsgKBSuuXVeZIVDr0g,2.0,Portland,0.01,0.01,0.02,0.48,0.03,0.92,0.98,0.97,0.5,0.96
H1E7DsgKBSuuXVeZIVDr0g,2.0,Portland,0.89,0.01,0.11,0.32,0.49,0.0,0.99,0.67,0.5,0.23
H1E7DsgKBSuuXVeZIVDr0g,5.0,Portland,1.0,1.0,0.97,1.0,0.61,0.0,0.0,0.01,0.0,0.05
H1E7DsgKBSuuXVeZIVDr0g,4.0,Portland,0.04,0.02,0.02,0.06,0.19,0.91,0.96,0.98,0.92,0.77
H1E7DsgKBSuuXVeZIVDr0g,3.0,Portland,0.37,0.1,0.19,0.38,1.0,0.28,0.8,0.75,0.49,0.0
0vkmpauxSX3hY38U5sYJYw,5.0,Portland,0.51,0.82,0.83,0.95,0.65,0.0,0.06,0.04,0.03,0.06
0vkmpauxSX3hY38U5sYJYw,5.0,Portland,1.0,0.89,0.91,0.98,0.87,0.0,0.06,0.05,0.01,0.04
0vkmpauxSX3hY38U5sYJYw,5.0,Portland,1.0,1.0,0.98,0.98,0.94,0.0,0.0,0.01,0.01,0.02
0vkmpauxSX3hY38U5sYJYw,5.0,Portland,1.0,0.93,0.87,0.95,0.64,0.0,0.02,0.06,0.03,0.05
0vkmpauxSX3hY38U5sYJYw,5.0,Portland,0.88,0.12,0.1,0.24,0.56,0.08,0.83,0.89,0.64,0.36
0vkmpauxSX3hY38U5sYJYw,5.0,Portland,0.9,1.0,0.99,0.97,0.9,0.04,0.0,0.01,0.02,0.03
0vkmpauxSX3hY38U5sYJYw,5.0,Portland,1.0,1.0,1.0,0.99,0.98,0.0,0.0,0.0,0.0,0.01
0vkmpauxSX3hY38U5sYJYw,5.0,Portland,1.0,0.99,0.96,0.95,0.81,0.0,0.01,0.03,0.04,0.09
0vkmpauxSX3hY38U5sYJYw,4.0,Portland,1.0,1.0,0.97,1.0,0.94,0.0,0.0,0.01,0.0,0.03
0vkmpauxSX3hY38U5sYJYw,3.0,Portland,1.0,0.16,0.5,0.62,0.72,0.0,0.72,0.44,0.31,0.13
0vkmpauxSX3hY38U5sYJYw,1.0,Portland,0.01,0.01,0.01,0.01,0.06,0.94,0.99,0.99,0.99,0.87
0vkmpauxSX3hY38U5sYJYw,2.0,Portland,0.02,0.04,0.02,0.19,0.2,0.68,0.92,0.94,0.76,0.46
FAKt-3vxD0hxltP1Os8dhQ,5.0,Portland,1.0,0.33,0.34,0.32,0.47,0.0,0.39,0.44,0.51,0.25
FAKt-3vxD0hxltP1Os8dhQ,5.0,Portland,1.0,0.99,0.94,0.99,0.84,0.0,0.0,0.03,0.01,0.05
FAKt-3vxD0hxltP1Os8dhQ,5.0,Portland,1.0,1.0,0.95,0.75,0.74,0.0,0.0,0.03,0.18,0.12
FAKt-3vxD0hxltP1Os8dhQ,5.0,Portland,1.0,1.0,1.0,0.99,0.85,0.0,0.0,0.0,0.01,0.04
FAKt-3vxD0hxltP1Os8dhQ,4.0,Portland,0.97,1.0,1.0,0.99,0.98,0.02,0.0,0.0,0.01,0.01
FAKt-3vxD0hxltP1Os8dhQ,4.0,Portland,1.0,0.74,1.0,0.92,0.89,0.0,0.17,0.0,0.05,0.05
FAKt-3vxD0hxltP1Os8dhQ,4.0,Portland,0.46,0.84,0.57,0.65,0.54,0.26,0.08,0.27,0.27,0.28
FAKt-3vxD0hxltP1Os8dhQ,3.0,Portland,0.07,0.56,0.56,0.16,0.19,0.02,0.09,0.15,0.6,0.32
FAKt-3vxD0hxltP1Os8dhQ,2.0,Portland,0.01,0.0,0.01,0.13,0.5,0.98,0.99,0.99,0.86,0.35
FAKt-3vxD0hxltP1Os8dhQ,1.0,Portland,0.01,0.01,0.01,0.18,0.37,0.99,0.98,0.98,0.82,0.45
nb6XRTOkX2mtWianzv819Q,4.0,Portland,0.5,0.08,0.47,0.36,0.73,0.25,0.81,0.43,0.51,0.07
nb6XRTOkX2mtWianzv819Q,4.0,Portland,0.17,0.2,0.22,0.38,0.29,0.15,0.26,0.35,0.31,0.17
nb6XRTOkX2mtWianzv819Q,4.0,Portland,0.1,0.35,0.56,0.61,0.5,0.11,0.2,0.2,0.22,0.17
nb6XRTOkX2mtWianzv819Q,5.0,Portland,1.0,0.47,0.42,0.73,0.72,0.0,0.32,0.4,0.2,0.08
nb6XRTOkX2mtWianzv819Q,5.0,Portland,0.52,0.15,0.14,0.66,0.67,0.27,0.7,0.79,0.28,0.14
nb6XRTOkX2mtWianzv819Q,3.0,Portland,0.05,0.35,0.07,0.29,0.1,0.18,0.36,0.46,0.44,0.16
nb6XRTOkX2mtWianzv819Q,2.0,Portland,0.0,0.0,0.0,0.01,0.02,0.89,0.99,0.99,0.98,0.9
nb6XRTOkX2mtWianzv819Q,1.0,Portland,0.01,0.0,0.01,0.11,0.09,0.03,0.99,0.9,0.8,0.26
TVcxZzKjSelAkb1475DyJw,5.0,Portland,0.99,1.0,1.0,0.98,0.87,0.01,0.0,0.0,0.02,0.05
TVcxZzKjSelAkb1475DyJw,5.0,Portland,0.84,1.0,1.0,1.0,0.96,0.02,0.0,0.0,0.0,0.02
TVcxZzKjSelAkb1475DyJw,5.0,Portland,0.95,1.0,1.0,0.96,0.81,0.03,0.0,0.0,0.03,0.11
TVcxZzKjSelAkb1475DyJw,5.0,Portland,0.99,0.96,0.98,0.96,0.84,0.01,0.02,0.01,0.03,0.06
TVcxZzKjSelAkb1475DyJw,5.0,Portland,1.0,1.0,0.99,0.98,0.9,0.0,0.0,0.01,0.01,0.04
TVcxZzKjSelAkb1475DyJw,5.0,Portland,1.0,0.93,0.98,0.98,0.84,0.0,0.04,0.01,0.01,0.05
TVcxZzKjSelAkb1475DyJw,5.0,Portland,0.97,1.0,0.98,0.98,0.86,0.02,0.0,0.01,0.02,0.07
TVcxZzKjSelAkb1475DyJw,4.0,Portland,0.2,0.71,1.0,0.64,0.72,0.06,0.1,0.0,0.22,0.09
TVcxZzKjSelAkb1475DyJw,3.0,Portland,0.02,0.01,0.01,0.06,0.16,0.94,0.98,0.98,0.93,0.66
TVcxZzKjSelAkb1475DyJw,2.0,Portland,0.0,0.01,0.01,0.01,0.06,0.33,0.99,0.99,0.99,0.89
TVcxZzKjSelAkb1475DyJw,1.0,Portland,0.01,0.01,0.01,0.02,0.03,0.98,0.99,0.99,0.98,0.95
evoa56HYSchwpMjW2oSmpA,5.0,Portland,1.0,0.99,0.97,0.91,0.59,0.0,0.0,0.02,0.04,0.11
evoa56HYSchwpMjW2oSmpA,5.0,Portland,0.01,0.02,0.31,0.33,0.52,0.61,0.61,0.54,0.52,0.15
evoa56HYSchwpMjW2oSmpA,5.0,Portland,0.0,0.08,0.1,0.17,0.19,0.05,0.65,0.56,0.65,0.32
evoa56HYSchwpMjW2oSmpA,5.0,Portland,0.44,1.0,0.98,0.87,0.69,0.06,0.0,0.02,0.09,0.05
evoa56HYSchwpMjW2oSmpA,5.0,Portland,0.99,0.53,0.24,0.63,0.55,0.0,0.26,0.21,0.28,0.14
evoa56HYSchwpMjW2oSmpA,4.0,Portland,0.64,0.38,0.42,0.43,0.51,0.03,0.56,0.53,0.53,0.3
evoa56HYSchwpMjW2oSmpA,4.0,Portland,0.06,0.53,0.81,0.73,0.53,0.01,0.24,0.09,0.2,0.1
evoa56HYSchwpMjW2oSmpA,3.0,Portland,0.02,0.01,0.01,0.04,0.14,0.3,0.98,0.96,0.92,0.53
evoa56HYSchwpMjW2oSmpA,1.0,Portland,0.0,0.01,0.02,0.09,0.1,0.51,0.91,0.82,0.79,0.38
evoa56HYSchwpMjW2oSmpA,2.0,Portland,0.03,0.01,0.01,0.03,0.21,0.88,0.96,0.99,0.96,0.37
Kv85DtmBK14Is2YRf7LDIQ,5.0,Portland,1.0,0.99,0.98,0.94,0.85,0.0,0.0,0.01,0.04,0.06
Kv85DtmBK14Is2YRf7LDIQ,5.0,Portland,1.0,1.0,0.99,1.0,0.98,0.0,0.0,0.0,0.0,0.01
Kv85DtmBK14Is2YRf7LDIQ,5.0,Portland,0.3,0.43,0.49,0.92,0.59,0.04,0.34,0.31,0.05,0.13
Kv85DtmBK14Is2YRf7LDIQ,5.0,Portland,0.71,0.98,0.95,0.76,0.84,0.17,0.01,0.04,0.17,0.09
Kv85DtmBK14Is2YRf7LDIQ,5.0,Portland,1.0,0.98,0.98,0.99,0.92,0.0,0.02,0.01,0.01,0.05
Kv85DtmBK14Is2YRf7LDIQ,5.0,Portland,1.0,0.98,0.91,0.87,0.82,0.0,0.01,0.06,0.1,0.08
Kv85DtmBK14Is2YRf7LDIQ,4.0,Portland,1.0,0.01,0.03,0.06,0.24,0.0,0.98,0.92,0.92,0.38
Kv85DtmBK14Is2YRf7LDIQ,1.0,Portland,0.01,0.01,0.01,0.06,0.12,0.98,0.99,0.99,0.93,0.85
Kv85DtmBK14Is2YRf7LDIQ,2.0,Portland,0.0,0.0,0.0,0.02,0.01,0.01,0.35,0.24,0.31,0.11
Kv85DtmBK14Is2YRf7LDIQ,3.0,Portland,0.0,0.11,0.01,0.04,0.04,0.06,0.55,0.23,0.52,0.2
juoPjr0pefqQLuz_tnZz2w,5.0,Portland,0.96,0.85,0.9,0.84,0.65,0.0,0.05,0.05,0.08,0.09
juoPjr0pefqQLuz_tnZz2w,5.0,Portland,1.0,1.0,0.99,0.99,0.88,0.0,0.0,0.0,0.01,0.03
juoPjr0pefqQLuz_tnZz2w,5.0,Portland,0.3,0.35,0.37,0.43,0.48,0.07,0.38,0.46,0.45,0.32
juoPjr0pefqQLuz_tnZz2w,5.0,Portland,1.0,0.96,0.95,0.96,0.68,0.0,0.03,0.03,0.03,0.09
juoPjr0pefqQLuz_tnZz2w,5.0,Portland,0.43,0.86,0.65,0.68,0.59,0.02,0.04,0.15,0.17,0.07
juoPjr0pefqQLuz_tnZz2w,5.0,Portland,0.95,0.93,0.91,0.84,0.76,0.02,0.04,0.07,0.11,0.09
juoPjr0pefqQLuz_tnZz2w,5.0,Portland,1.0,0.97,0.99,0.95,0.91,0.0,0.02,0.01,0.04,0.03
juoPjr0pefqQLuz_tnZz2w,5.0,Portland,1.0,0.98,0.99,0.96,0.52,0.0,0.01,0.01,0.03,0.15
juoPjr0pefqQLuz_tnZz2w,4.0,Portland,0.4,0.46,0.59,0.48,0.59,0.17,0.3,0.27,0.34,0.12
juoPjr0pefqQLuz_tnZz2w,3.0,Portland,0.06,0.79,0.63,0.65,0.53,0.04,0.15,0.33,0.3,0.23
ZqZuJRA1ok7E10CqYrS7Nw,5.0,Portland,1.0,1.0,1.0,0.99,0.96,0.0,0.0,0.0,0.0,0.01
ZqZuJRA1ok7E10CqYrS7Nw,5.0,Portland,1.0,0.82,1.0,0.82,0.72,0.0,0.1,0.0,0.11,0.1
ZqZuJRA1ok7E10CqYrS7Nw,5.0,Portland,0.41,0.32,0.21,0.31,0.49,0.35,0.53,0.69,0.59,0.32
ZqZuJRA1ok7E10CqYrS7Nw,5.0,Portland,0.94,1.0,0.9,0.78,0.41,0.01,0.0,0.02,0.09,0.15
ZqZuJRA1ok7E10CqYrS7Nw,5.0,Portland,0.96,1.0,0.98,0.94,0.79,0.01,0.0,0.01,0.04,0.06
ZqZuJRA1ok7E10CqYrS7Nw,5.0,Portland,1.0,0.88,0.86,0.74,0.61,0.0,0.06,0.08,0.19,0.13
ZqZuJRA1ok7E10CqYrS7Nw,5.0,Portland,0.56,0.17,0.49,0.68,0.55,0.21,0.7,0.43,0.27,0.22
ZqZuJRA1ok7E10CqYrS7Nw,5.0,Portland,1.0,0.97,0.96,0.96,0.71,0.0,0.01,0.02,0.02,0.07
ZqZuJRA1ok7E10CqYrS7Nw,4.0,Portland,1.0,0.97,1.0,0.97,0.91,0.0,0.02,0.0,0.02,0.04
ZqZuJRA1ok7E10CqYrS7Nw,3.0,Portland,0.02,0.01,0.02,0.19,0.1,0.85,0.98,0.98,0.8,0.65
ZqZuJRA1ok7E10CqYrS7Nw,2.0,Portland,0.0,0.01,0.01,0.11,0.03,0.39,0.58,0.72,0.56,0.23
ZqZuJRA1ok7E10CqYrS7Nw,1.0,Portland,0.05,0.03,0.06,0.17,0.2,0.57,0.89,0.86,0.75,0.46
iis2N7u4j8L18wNCz8GGJg,4.0,Portland,1.0,0.01,0.16,0.2,0.52,0.0,0.99,0.77,0.75,0.21
iis2N7u4j8L18wNCz8GGJg,4.0,Portland,0.12,0.51,0.52,0.28,0.45,0.22,0.48,0.46,0.58,0.25
iis2N7u4j8L18wNCz8GGJg,4.0,Portland,0.02,0.53,0.37,0.36,0.25,0.01,0.02,0.13,0.52,0.11
iis2N7u4j8L18wNCz8GGJg,5.0,Portland,1.0,0.91,0.92,0.88,0.8,0.0,0.04,0.04,0.07,0.06
iis2N7u4j8L18wNCz8GGJg,5.0,Portland,1.0,1.0,1.0,1.0,0.99,0.0,0.0,0.0,0.0,0.01
iis2N7u4j8L18wNCz8GGJg,3.0,Portland,0.04,0.03,0.08,0.07,0.17,0.55,0.85,0.77,0.85,0.39
iis2N7u4j8L18wNCz8GGJg,1.0,Portland,0.43,0.01,0.03,0.15,0.2,0.07,0.96,0.95,0.82,0.62
iis2N7u4j8L18wNCz8GGJg,2.0,Portland,1.0,0.01,0.03,0.41,0.54,0.0,0.99,0.94,0.57,0.22
raZ-XMnHqjy8dqEUnnO9pw,5.0,Portland,1.0,1.0,0.99,0.98,0.87,0.0,0.0,0.0,0.01,0.05
raZ-XMnHqjy8dqEUnnO9pw,5.0,Portland,0.69,1.0,0.98,0.97,0.76,0.01,0.0,0.0,0.02,0.06
raZ-XMnHqjy8dqEUnnO9pw,5.0,Portland,1.0,1.0,1.0,0.99,0.97,0.0,0.0,0.0,0.01,0.01
raZ-XMnHqjy8dqEUnnO9pw,5.0,Portland,0.86,1.0,0.91,0.93,0.9,0.02,0.0,0.04,0.03,0.03
raZ-XMnHqjy8dqEUnnO9pw,5.0,Portland,1.0,0.99,0.98,0.98,0.89,0.0,0.01,0.01,0.01,0.04
raZ-XMnHqjy8dqEUnnO9pw,5.0,Portland,0.85,0.98,0.78,0.9,0.64,0.01,0.01,0.1,0.06,0.1
raZ-XMnHqjy8dqEUnnO9pw,5.0,Portland,0.99,0.83,0.9,0.87,0.75,0.0,0.11,0.07,0.1,0.08
raZ-XMnHqjy8dqEUnnO9pw,4.0,Portland,0.99,0.36,0.61,0.48,0.72,0.0,0.41,0.3,0.38,0.1
raZ-XMnHqjy8dqEUnnO9pw,3.0,Portland,0.08,0.03,0.04,0.11,0.1,0.06,0.7,0.81,0.69,0.43
raZ-XMnHqjy8dqEUnnO9pw,2.0,Portland,0.01,0.03,0.15,0.2,0.15,0.02,0.84,0.7,0.6,0.2
raZ-XMnHqjy8dqEUnnO9pw,1.0,Portland,0.0,0.01,0.01,0.08,0.02,0.02,0.43,0.46,0.35,0.18
zim9z0Bv8OQRRZ7tnYq7EA,5.0,Portland,1.0,0.91,0.92,0.95,0.78,0.0,0.06,0.05,0.03,0.09
zim9z0Bv8OQRRZ7tnYq7EA,5.0,Portland,0.99,0.98,0.91,0.97,0.92,0.01,0.01,0.07,0.02,0.03
zim9z0Bv8OQRRZ7tnYq7EA,5.0,Portland,0.97,0.99,0.98,0.96,0.94,0.02,0.01,0.01,0.03,0.03
zim9z0Bv8OQRRZ7tnYq7EA,5.0,Portland,0.19,0.44,0.52,0.72,0.73,0.36,0.28,0.36,0.21,0.09
zim9z0Bv8OQRRZ7tnYq7EA,5.0,Portland,0.34,0.48,0.34,0.57,0.5,0.01,0.12,0.2,0.23,0.09
zim9z0Bv8OQRRZ7tnYq7EA,4.0,Portland,1.0,1.0,0.96,1.0,1.0,0.0,0.0,0.03,0.0,0.0
zim9z0Bv8OQRRZ7tnYq7EA,4.0,Portland,0.99,1.0,1.0,1.0,0.99,0.0,0.0,0.0,0.0,0.0
zim9z0Bv8OQRRZ7tnYq7EA,3.0,Portland,0.19,0.8,0.87,0.71,0.46,0.5,0.09,0.06,0.17,0.07
zim9z0Bv8OQRRZ7tnYq7EA,2.0,Portland,0.2,0.02,0.01,0.03,0.14,0.69,0.97,0.99,0.97,0.82
zim9z0Bv8OQRRZ7tnYq7EA,1.0,Portland,0.66,0.35,0.36,0.46,0.9,0.27,0.63,0.63,0.49,0.05
tmZmt0XLd0yJLSEx6E6dUw,1.0,Portland,0.0,0.0,0.0,0.01,0.01,0.02,0.94,0.9,0.75,0.5
tmZmt0XLd0yJLSEx6E6dUw,1.0,Portland,0.01,0.01,0.01,0.05,0.14,0.91,0.99,0.99,0.94,0.68
tmZmt0XLd0yJLSEx6E6dUw,1.0,Portland,0.01,0.0,0.0,0.01,0.03,0.99,0.99,0.99,0.99,0.94
tmZmt0XLd0yJLSEx6E6dUw,1.0,Portland,0.99,0.01,0.02,0.07,0.23,0.0,0.96,0.95,0.9,0.37
tmZmt0XLd0yJLSEx6E6dUw,1.0,Portland,0.0,0.0,0.01,0.01,0.15,0.99,0.99,0.99,0.99,0.73
tmZmt0XLd0yJLSEx6E6dUw,4.0,Portland,1.0,0.5,0.98,0.87,0.74,0.0,0.15,0.0,0.07,0.07
tmZmt0XLd0yJLSEx6E6dUw,5.0,Portland,1.0,0.2,0.9,0.45,0.7,0.0,0.7,0.08,0.48,0.21
tmZmt0XLd0yJLSEx6E6dUw,3.0,Portland,0.93,0.72,0.51,0.39,0.36,0.01,0.02,0.0,0.15,0.09
tmZmt0XLd0yJLSEx6E6dUw,2.0,Portland,0.0,0.01,0.0,0.01,0.03,0.98,0.98,0.99,0.98,0.93
ygQhAmIRJO30mTlrbrJCrg,5.0,Portland,0.93,1.0,0.98,0.94,0.86,0.05,0.0,0.02,0.05,0.04
ygQhAmIRJO30mTlrbrJCrg,5.0,Portland,0.21,0.58,0.74,0.58,0.76,0.61,0.3,0.16,0.29,0.07
ygQhAmIRJO30mTlrbrJCrg,5.0,Portland,0.96,1.0,1.0,1.0,1.0,0.04,0.0,0.0,0.0,0.0
ygQhAmIRJO30mTlrbrJCrg,5.0,Portland,0.01,0.93,0.64,0.71,0.41,0.65,0.04,0.1,0.19,0.05
ygQhAmIRJO30mTlrbrJCrg,1.0,Portland,0.0,0.02,0.01,0.52,0.12,0.89,0.95,0.96,0.48,0.5
ygQhAmIRJO30mTlrbrJCrg,1.0,Portland,0.01,0.09,0.02,0.13,0.23,0.71,0.8,0.87,0.74,0.33
ygQhAmIRJO30mTlrbrJCrg,2.0,Portland,0.0,0.01,0.03,0.04,0.12,0.99,0.98,0.96,0.95,0.84
ygQhAmIRJO30mTlrbrJCrg,3.0,Portland,0.01,0.04,0.06,0.42,0.56,0.52,0.89,0.87,0.55,0.02
eMxP-OuDj8q8wS_vcvffsA,5.0,Portland,0.65,0.72,0.7,0.73,0.64,0.01,0.05,0.05,0.11,0.07
eMxP-OuDj8q8wS_vcvffsA,5.0,Portland,0.99,0.91,0.84,0.82,0.83,0.0,0.07,0.13,0.16,0.11
eMxP-OuDj8q8wS_vcvffsA,5.0,Portland,0.97,1.0,1.0,0.99,0.89,0.01,0.0,0.0,0.0,0.05
eMxP-OuDj8q8wS_vcvffsA,4.0,Portland,1.0,0.02,0.07,0.06,0.37,0.0,0.94,0.89,0.9,0.42
eMxP-OuDj8q8wS_vcvffsA,4.0,Portland,0.82,0.19,0.36,0.33,0.4,0.03,0.55,0.5,0.33,0.31
eMxP-OuDj8q8wS_vcvffsA,3.0,Portland,0.21,0.67,0.08,0.53,0.85,0.7,0.28,0.91,0.33,0.11
eMxP-OuDj8q8wS_vcvffsA,2.0,Portland,0.0,0.04,0.01,0.28,0.07,0.52,0.64,0.64,0.54,0.24
eMxP-OuDj8q8wS_vcvffsA,1.0,Portland,0.01,0.01,0.01,0.01,0.05,0.99,0.99,0.99,0.99,0.95
nxE6oIGc1GX_Cuv15df9Ng,5.0,Portland,0.85,0.58,0.46,0.72,0.84,0.0,0.36,0.51,0.25,0.12
nxE6oIGc1GX_Cuv15df9Ng,5.0,Portland,0.9,0.99,1.0,0.97,0.97,0.05,0.01,0.0,0.02,0.02
nxE6oIGc1GX_Cuv15df9Ng,5.0,Portland,0.95,0.99,0.96,0.95,0.91,0.01,0.01,0.02,0.03,0.03
nxE6oIGc1GX_Cuv15df9Ng,5.0,Portland,0.1,0.83,0.82,1.0,0.68,0.0,0.06,0.07,0.0,0.09
nxE6oIGc1GX_Cuv15df9Ng,5.0,Portland,0.04,0.29,0.18,0.5,0.47,0.38,0.5,0.73,0.39,0.19
nxE6oIGc1GX_Cuv15df9Ng,5.0,Portland,0.0,0.99,0.71,0.73,0.6,0.0,0.0,0.14,0.2,0.13
nxE6oIGc1GX_Cuv15df9Ng,5.0,Portland,0.0,1.0,0.99,0.97,0.94,0.0,0.0,0.01,0.03,0.03
nxE6oIGc1GX_Cuv15df9Ng,4.0,Portland,0.07,0.65,0.45,0.56,0.38,0.15,0.06,0.33,0.31,0.19
nxE6oIGc1GX_Cuv15df9Ng,3.0,Portland,0.01,0.07,0.1,0.63,0.63,0.0,0.77,0.8,0.27,0.1
nxE6oIGc1GX_Cuv15df9Ng,2.0,Portland,0.0,0.01,0.01,0.01,0.32,0.05,0.99,0.99,0.99,0.62
cKaS3Qe8hE1z1W67Ls8CgQ,5.0,Portland,1.0,0.99,0.98,0.98,0.73,0.0,0.01,0.01,0.02,0.08
cKaS3Qe8hE1z1W67Ls8CgQ,5.0,Portland,0.96,0.94,0.95,0.85,0.81,0.01,0.04,0.04,0.11,0.09
cKaS3Qe8hE1z1W67Ls8CgQ,4.0,Portland,0.51,0.59,0.62,0.82,0.61,0.17,0.21,0.23,0.11,0.11
cKaS3Qe8hE1z1W67Ls8CgQ,5.0,Portland,1.0,0.99,0.96,0.99,0.87,0.0,0.01,0.02,0.01,0.05
cKaS3Qe8hE1z1W67Ls8CgQ,5.0,Portland,1.0,0.93,1.0,0.93,0.96,0.0,0.06,0.0,0.07,0.03
cKaS3Qe8hE1z1W67Ls8CgQ,5.0,Portland,1.0,0.03,0.04,0.19,0.3,0.0,0.92,0.75,0.7,0.29
cKaS3Qe8hE1z1W67Ls8CgQ,5.0,Portland,1.0,1.0,0.99,1.0,0.98,0.0,0.0,0.0,0.0,0.01
h9GRXMgBfwIhZhz1evPpyQ,4.0,Portland,0.0,0.01,0.28,0.6,0.42,0.06,0.98,0.56,0.3,0.14
h9GRXMgBfwIhZhz1evPpyQ,4.0,Portland,0.24,0.03,0.01,0.06,1.0,0.54,0.95,0.98,0.9,0.0
h9GRXMgBfwIhZhz1evPpyQ,4.0,Portland,0.42,0.25,0.47,0.81,0.63,0.01,0.41,0.38,0.12,0.11
h9GRXMgBfwIhZhz1evPpyQ,5.0,Portland,0.02,0.64,0.73,0.78,0.56,0.36,0.09,0.11,0.13,0.11
h9GRXMgBfwIhZhz1evPpyQ,5.0,Portland,0.66,0.67,0.66,0.68,0.63,0.02,0.16,0.26,0.22,0.18
h9GRXMgBfwIhZhz1evPpyQ,3.0,Portland,0.01,0.16,0.28,0.18,0.17,0.08,0.56,0.59,0.59,0.24
h9GRXMgBfwIhZhz1evPpyQ,1.0,Portland,0.02,0.01,0.01,0.02,0.28,0.98,0.99,0.99,0.98,0.71
h9GRXMgBfwIhZhz1evPpyQ,2.0,Portland,0.02,0.25,0.15,0.34,0.18,0.01,0.51,0.56,0.46,0.29
afhbUcd6vG5wXf-j319Elw,4.0,Portland,0.02,0.1,0.08,0.3,0.65,0.95,0.87,0.9,0.65,0.17
afhbUcd6vG5wXf-j319Elw,4.0,Portland,0.07,0.05,0.07,0.06,0.29,0.66,0.88,0.9,0.9,0.6
afhbUcd6vG5wXf-j319Elw,4.0,Portland,0.87,0.78,0.52,0.55,0.39,0.0,0.03,0.24,0.29,0.14
afhbUcd6vG5wXf-j319Elw,5.0,Portland,0.99,0.97,0.98,0.97,0.88,0.0,0.02,0.01,0.02,0.04
afhbUcd6vG5wXf-j319Elw,5.0,Portland,0.09,1.0,0.94,0.94,0.8,0.01,0.0,0.02,0.03,0.04
afhbUcd6vG5wXf-j319Elw,2.0,Portland,0.95,0.45,0.09,1.0,0.42,0.02,0.35,0.9,0.0,0.32
