,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,business_id,stars,city,food_pos,service_pos,price_pos,clean_pos,location_pos,food_neg,service_neg,price_neg,clean_neg,location_neg
3347,898589,oP4JpYJ56vfJMrMRjn3BeA,1,Vancouver,0,0,0.01,0.02,0.01,0.03,0.09,0.31,0.32,0.07
3348,920316,oP4JpYJ56vfJMrMRjn3BeA,2,Vancouver,0.01,0.01,0.01,0.06,0.2,0.99,0.99,0.99,0.93,0.71
3349,1100542,oP4JpYJ56vfJMrMRjn3BeA,3,Vancouver,0.02,0.66,0.02,0.08,0.08,0.07,0.09,0.6,0.56,0.24
3350,918951,8N9npjbNihgIXzRFPs-xYw,5,Vancouver,1,1,0.89,0.94,0.56,0,0,0.03,0.02,0.14
3351,1423991,8N9npjbNihgIXzRFPs-xYw,5,Vancouver,1,0.77,0.94,0.96,0.65,0,0.11,0.02,0.02,0.1
3352,1454906,8N9npjbNihgIXzRFPs-xYw,3,Vancouver,0.48,0.4,0.7,0.41,0.41,0.15,0.4,0.21,0.46,0.22
3353,1653215,8N9npjbNihgIXzRFPs-xYw,3,Vancouver,0.19,0.34,0.96,0.27,0.3,0.42,0.42,0.02,0.56,0.31
3354,1283744,8N9npjbNihgIXzRFPs-xYw,1,Vancouver,0,0.01,0,0.11,0.21,0.99,0.97,0.99,0.86,0.44
3355,1546269,8N9npjbNihgIXzRFPs-xYw,2,Vancouver,0.01,0.02,0.01,0.05,0.31,0.3,0.66,0.66,0.65,0.2
3356,1260285,8N9npjbNihgIXzRFPs-xYw,4,Vancouver,0.14,0.35,0.5,0.45,0.54,0.15,0.29,0.25,0.36,0.12
3357,932144,MHRx1RMekGK8tcwQeUy9qQ,5,Vancouver,0.03,1,0.98,0.91,0.69,0.61,0,0.01,0.05,0.05
3358,943557,MHRx1RMekGK8tcwQeUy9qQ,1,Vancouver,0.01,0.17,0.04,0.23,0.15,0.45,0.64,0.8,0.6,0.4
3359,1010201,MHRx1RMekGK8tcwQeUy9qQ,5,Vancouver,0.01,0.97,0.86,0.7,0.75,0.97,0.02,0.11,0.23,0.12
3360,1022850,MHRx1RMekGK8tcwQeUy9qQ,4,Vancouver,0,0.01,0,0.02,0.03,0.91,0.95,0.97,0.89,0.74
3361,1089799,MHRx1RMekGK8tcwQeUy9qQ,4,Vancouver,0,0.04,0.03,0.06,0.21,0.92,0.86,0.9,0.81,0.5
3362,1131058,MHRx1RMekGK8tcwQeUy9qQ,1,Vancouver,0,0.01,0.01,0.15,0.01,0.01,0.83,0.63,0.49,0.07
3363,1368839,MHRx1RMekGK8tcwQeUy9qQ,5,Vancouver,0.01,0.99,0.9,0.8,0.67,0.91,0.01,0.05,0.15,0.08
3364,1508954,l4yfJbpk4kWf4H1a5sN6kw,1,Vancouver,0,0.02,0.03,0,0.04,0.05,0.66,0.74,0.99,0.33
3365,1480914,l4yfJbpk4kWf4H1a5sN6kw,1,Vancouver,0.02,0.01,0.01,0.03,0.08,0.45,0.98,0.98,0.96,0.88
3366,1455142,l4yfJbpk4kWf4H1a5sN6kw,1,Vancouver,0.01,0.01,0.01,0.02,0.03,0.98,0.99,0.99,0.98,0.96
3367,1656100,l4yfJbpk4kWf4H1a5sN6kw,1,Vancouver,0,0.01,0.01,0.01,0.03,0.83,0.99,0.99,0.99,0.92
3368,1423342,l4yfJbpk4kWf4H1a5sN6kw,1,Vancouver,0,0.01,0.01,0.11,0.17,0.16,0.98,0.97,0.88,0.59
3369,1463349,l4yfJbpk4kWf4H1a5sN6kw,2,Vancouver,0,0.01,0.01,0.01,0.03,0.95,0.97,0.98,0.97,0.85
3370,1642372,l4yfJbpk4kWf4H1a5sN6kw,3,Vancouver,0.02,0.03,0.2,0.07,0.3,0.94,0.95,0.77,0.91,0.53
3371,1467669,l4yfJbpk4kWf4H1a5sN6kw,4,Vancouver,0.42,0.32,0.66,0.43,0.55,0.19,0.36,0.21,0.38,0.17
3372,1691495,l4yfJbpk4kWf4H1a5sN6kw,5,Vancouver,0.91,1,0.74,0.56,0.54,0.05,0,0.23,0.35,0.26
3373,1466136,OjVRMDAvq93MOmPCd23uCA,5,Vancouver,0.54,0.74,0.68,0.61,0.61,0.09,0.12,0.19,0.26,0.25
3374,1533052,OjVRMDAvq93MOmPCd23uCA,5,Vancouver,0.17,0.33,0.28,0.4,0.54,0.38,0.47,0.55,0.43,0.2
3375,1699451,OjVRMDAvq93MOmPCd23uCA,5,Vancouver,0.14,0.44,0.29,0.37,0.5,0.73,0.41,0.66,0.5,0.36
3376,1558511,OjVRMDAvq93MOmPCd23uCA,5,Vancouver,0.69,0.92,0.89,0.97,0.83,0.04,0.05,0.07,0.02,0.05
3377,1325268,OjVRMDAvq93MOmPCd23uCA,5,Vancouver,0,0,0.01,0.01,0.16,0.97,0.99,0.98,0.99,0.69
3378,1432893,OjVRMDAvq93MOmPCd23uCA,4,Vancouver,0.04,0.48,0.38,1,0.66,0.9,0.34,0.47,0,0.19
3379,1517215,OjVRMDAvq93MOmPCd23uCA,4,Vancouver,0.58,0.39,0.38,0.55,0.44,0.01,0.25,0.32,0.25,0.08
3380,1364737,OjVRMDAvq93MOmPCd23uCA,4,Vancouver,0.23,0.66,0.66,0.44,0.56,0.06,0.07,0.04,0.37,0.09
3381,1531692,OjVRMDAvq93MOmPCd23uCA,3,Vancouver,0.01,0.07,0.01,0.32,0.43,0.7,0.72,0.99,0.54,0.19
3382,1506703,OjVRMDAvq93MOmPCd23uCA,1,Vancouver,0,0,0,0.01,0.03,0.48,0.99,0.99,0.99,0.92
3383,1466680,OjVRMDAvq93MOmPCd23uCA,2,Vancouver,0.01,0.01,0.01,0.04,0.34,0.98,0.99,0.99,0.96,0.6
3384,881020,Gw2ZlOa0gxC9AJ-qBjZsDw,5,Vancouver,0.67,0.96,0.91,0.84,0.53,0.08,0.03,0.07,0.12,0.2
3385,1035177,Gw2ZlOa0gxC9AJ-qBjZsDw,5,Vancouver,0.12,0.34,0.87,0.68,0.59,0.41,0.5,0.1,0.23,0.17
3386,1146886,Gw2ZlOa0gxC9AJ-qBjZsDw,5,Vancouver,0.6,0.88,0.88,0.92,0.71,0.15,0.07,0.09,0.06,0.14
3387,1159935,Gw2ZlOa0gxC9AJ-qBjZsDw,5,Vancouver,0.05,0.69,0.67,0.75,0.58,0.49,0.19,0.16,0.19,0.17
3388,1601271,Gw2ZlOa0gxC9AJ-qBjZsDw,4,Vancouver,0.01,1,0.11,0.3,0.18,0.68,0,0.71,0.5,0.37
3389,1178176,Gw2ZlOa0gxC9AJ-qBjZsDw,4,Vancouver,0.85,0.94,0.98,0.81,0.91,0.07,0.03,0.01,0.13,0.06
3390,1297235,Gw2ZlOa0gxC9AJ-qBjZsDw,3,Vancouver,0.14,0.2,0.88,0.31,0.29,0.36,0.37,0.07,0.37,0.23
3391,1621621,Gw2ZlOa0gxC9AJ-qBjZsDw,1,Vancouver,0,0.02,0.01,0.05,0.04,0.11,0.7,0.72,0.72,0.29
3392,1687055,Gw2ZlOa0gxC9AJ-qBjZsDw,2,Vancouver,0.01,0.2,0.02,0.08,0.14,0.25,0.59,0.88,0.78,0.56
3393,1364131,GG3V3pzpE9pRIKzA_AphbA,4,Vancouver,0.51,0.53,0.53,0.74,0.64,0,0.24,0.24,0.13,0.09
3394,919427,GG3V3pzpE9pRIKzA_AphbA,4,Vancouver,0.46,1,0.81,0.81,0.79,0.43,0,0.15,0.16,0.11
3395,1451934,GG3V3pzpE9pRIKzA_AphbA,4,Vancouver,0.99,1,0.96,0.99,0.95,0,0,0.02,0.01,0.02
3396,1208829,GG3V3pzpE9pRIKzA_AphbA,5,Vancouver,0.53,0.28,0.66,0.85,0.68,0.16,0.51,0.19,0.11,0.13
3397,1484169,GG3V3pzpE9pRIKzA_AphbA,5,Vancouver,1,0.28,0.45,0.63,0.45,0,0.52,0.42,0.26,0.19
3398,1121871,GG3V3pzpE9pRIKzA_AphbA,3,Vancouver,0.88,0.92,0.97,0.96,0.8,0.03,0.05,0.02,0.02,0.06
3399,1116315,GG3V3pzpE9pRIKzA_AphbA,1,Vancouver,0.01,0.01,0.01,0.04,0.3,0.99,0.99,0.99,0.96,0.66
3400,1461351,GG3V3pzpE9pRIKzA_AphbA,2,Vancouver,0.07,0.33,0.19,0.36,0.36,0.09,0.56,0.69,0.55,0.24
3401,1163701,7B8xSsrJyaduoLBay_ICJQ,5,Vancouver,1,1,1,1,0.92,0,0,0,0,0.03
3402,1182925,7B8xSsrJyaduoLBay_ICJQ,5,Vancouver,0.99,1,0.97,1,0.68,0,0,0.02,0,0.1
3403,1188017,7B8xSsrJyaduoLBay_ICJQ,5,Vancouver,0.96,1,0.99,0.99,0.92,0,0,0,0,0.03
3404,1410008,7B8xSsrJyaduoLBay_ICJQ,5,Vancouver,0.92,0.99,0.98,0.96,0.84,0.03,0.01,0.01,0.03,0.06
3405,961996,7B8xSsrJyaduoLBay_ICJQ,4,Vancouver,0.38,0.4,0.34,0.5,0.41,0.48,0.53,0.58,0.33,0.51
3406,1475504,7B8xSsrJyaduoLBay_ICJQ,4,Vancouver,0,0.27,0.05,0.36,0.41,0,0.5,0.9,0.51,0.23
3407,931956,7B8xSsrJyaduoLBay_ICJQ,1,Vancouver,0,0,0.01,0.03,0.3,0.99,0.99,0.99,0.97,0.57
3408,899364,7B8xSsrJyaduoLBay_ICJQ,2,Vancouver,0.38,0.02,0.02,0.08,0.18,0.46,0.96,0.97,0.9,0.6
3409,1030434,7B8xSsrJyaduoLBay_ICJQ,3,Vancouver,1,1,0.97,0.99,0.9,0,0,0.02,0.01,0.04
3410,886891,EZAXV8kwVqzkrUl_g6CXJQ,5,Vancouver,1,0.6,0.78,0.45,0.4,0,0.11,0.08,0.27,0.16
3411,1200008,EZAXV8kwVqzkrUl_g6CXJQ,5,Vancouver,0.99,0.56,0.62,0.83,0.53,0,0.15,0.16,0.09,0.12
3412,1436613,EZAXV8kwVqzkrUl_g6CXJQ,5,Vancouver,0.98,0.61,0.89,0.68,0.87,0,0.3,0.04,0.25,0.06
3413,1493053,EZAXV8kwVqzkrUl_g6CXJQ,5,Vancouver,0.86,0.78,0.08,0.96,0.99,0.07,0.15,0.91,0.03,0.01
3414,1336799,EZAXV8kwVqzkrUl_g6CXJQ,4,Vancouver,1,0.93,0.16,0.19,0.51,0,0.06,0.77,0.69,0.23
3415,1677050,EZAXV8kwVqzkrUl_g6CXJQ,4,Vancouver,0.92,0.53,0.9,0.46,0.55,0.02,0.25,0.04,0.41,0.16
3416,1190248,EZAXV8kwVqzkrUl_g6CXJQ,4,Vancouver,0.68,0.54,0.43,0.68,0.55,0.02,0.35,0.44,0.3,0.2
3417,1391742,EZAXV8kwVqzkrUl_g6CXJQ,2,Vancouver,0.01,0.01,0.9,0.23,0.59,0.99,0.98,0.08,0.77,0.31
3418,1616628,EZAXV8kwVqzkrUl_g6CXJQ,3,Vancouver,0.33,0.12,0.4,0.29,0.3,0.11,0.6,0.39,0.49,0.18
3419,1453938,orww93GoyE5Z2a06L7KxoQ,5,Vancouver,0.96,0.89,0.96,0.93,0.68,0.02,0.08,0.03,0.05,0.13
3420,1287014,orww93GoyE5Z2a06L7KxoQ,5,Vancouver,1,1,1,1,0.97,0,0,0,0,0.01
3421,1104832,orww93GoyE5Z2a06L7KxoQ,5,Vancouver,1,1,0.85,0.95,0.74,0,0,0.03,0.03,0.08
3422,1310820,orww93GoyE5Z2a06L7KxoQ,5,Vancouver,0.99,0.98,0.97,0.98,0.88,0.01,0.02,0.02,0.01,0.04
3423,1453018,orww93GoyE5Z2a06L7KxoQ,5,Vancouver,0.01,0.59,0.49,0.61,1,0,0.14,0.19,0.25,0
3424,1670276,orww93GoyE5Z2a06L7KxoQ,5,Vancouver,0.99,1,1,0.99,0.99,0.01,0,0,0,0
3425,1287260,orww93GoyE5Z2a06L7KxoQ,4,Vancouver,0.68,0.99,0.77,0.91,0.67,0.07,0.01,0.14,0.07,0.09
3426,1467828,orww93GoyE5Z2a06L7KxoQ,3,Vancouver,0.13,0.04,0.04,0.33,0.37,0.72,0.9,0.93,0.61,0.41
3427,1040172,orww93GoyE5Z2a06L7KxoQ,2,Vancouver,0.04,0.99,0.01,0.05,0.22,0.91,0.01,0.99,0.93,0.61
3428,1007615,orww93GoyE5Z2a06L7KxoQ,1,Vancouver,0,0,0.01,0.06,0.07,0.99,0.99,0.99,0.94,0.88
3429,866128,JWkZb2Y5Bl9-ne3cFaAl_w,2,Vancouver,0.01,0.01,0.04,0.08,0.46,0.81,0.98,0.95,0.91,0.36
3430,942624,JWkZb2Y5Bl9-ne3cFaAl_w,5,Vancouver,0.37,0.52,0.57,0.67,0.56,0.22,0.26,0.23,0.21,0.14
3431,975816,JWkZb2Y5Bl9-ne3cFaAl_w,3,Vancouver,0.02,1,0.5,0.61,0.65,0.33,0,0.31,0.23,0.06
3432,1056986,JWkZb2Y5Bl9-ne3cFaAl_w,1,Vancouver,0,0,0,0.01,0.03,0.99,0.99,0.99,0.99,0.94
3433,1179241,JWkZb2Y5Bl9-ne3cFaAl_w,2,Vancouver,0.01,0.03,0.01,0.21,0.75,0.99,0.93,0.99,0.69,0.15
3434,1197288,JWkZb2Y5Bl9-ne3cFaAl_w,5,Vancouver,1,1,0.98,0.99,0.92,0,0,0.01,0,0.03
3435,1397851,JWkZb2Y5Bl9-ne3cFaAl_w,4,Vancouver,0.76,0.99,0.99,0.99,1,0.04,0,0.01,0,0
3436,1562228,JWkZb2Y5Bl9-ne3cFaAl_w,2,Vancouver,0,0.01,0.01,0.08,0.08,0.82,0.95,0.98,0.86,0.68
3437,1594471,JWkZb2Y5Bl9-ne3cFaAl_w,5,Vancouver,0.37,0.52,0.57,0.67,0.56,0.22,0.26,0.23,0.21,0.14
3438,1691738,JWkZb2Y5Bl9-ne3cFaAl_w,4,Vancouver,0,0.49,0.44,0.89,0.58,0,0.03,0.02,0.04,0.01
3439,1439758,CJd3BVW7nV4iI1TXYBgGGg,5,Vancouver,0.08,0.14,0.4,0.23,0.21,0.18,0.5,0.11,0.61,0.36
3440,1043361,CJd3BVW7nV4iI1TXYBgGGg,5,Vancouver,1,1,1,0.99,0.92,0,0,0,0.01,0.03
3441,1599124,CJd3BVW7nV4iI1TXYBgGGg,4,Vancouver,1,1,1,0.37,0.5,0,0,0,0.52,0.31
3442,910171,CJd3BVW7nV4iI1TXYBgGGg,4,Vancouver,0.92,0.46,1,0.3,0.45,0.01,0.28,0,0.46,0.21
3443,1619413,CJd3BVW7nV4iI1TXYBgGGg,2,Vancouver,0.77,0.02,0.01,0.04,0.19,0.14,0.89,0.94,0.89,0.62
3444,1653327,CJd3BVW7nV4iI1TXYBgGGg,1,Vancouver,0.98,0.01,0.02,0.18,0.26,0.01,0.99,0.98,0.81,0.6
3445,1241569,CJd3BVW7nV4iI1TXYBgGGg,3,Vancouver,0.73,0,0.09,0.07,0.42,0.22,0.99,0.9,0.91,0.44
3446,1486861,f76TT5uxAmaTS6nwMDWY4Q,5,Vancouver,0.95,0.99,0.97,0.99,1,0.04,0.01,0.02,0,0
3447,1354529,f76TT5uxAmaTS6nwMDWY4Q,5,Vancouver,0.52,0.99,0.87,0.97,0.74,0.2,0,0.08,0.02,0.08
3448,1409705,f76TT5uxAmaTS6nwMDWY4Q,5,Vancouver,0.02,1,0.93,0.78,0.6,0.05,0,0.02,0.11,0.16
3449,1236357,f76TT5uxAmaTS6nwMDWY4Q,5,Vancouver,0.94,0.98,0.96,1,1,0.03,0.01,0.03,0,0
3450,1028962,f76TT5uxAmaTS6nwMDWY4Q,5,Vancouver,0.99,1,0.97,1,0.97,0.01,0,0.02,0,0.01
3451,1005084,f76TT5uxAmaTS6nwMDWY4Q,1,Vancouver,0,0.01,0.03,0.13,0.27,0.15,0.98,0.94,0.83,0.4
3452,1335984,f76TT5uxAmaTS6nwMDWY4Q,4,Vancouver,0.01,0.45,0.28,0.34,0.34,0.07,0.18,0.33,0.45,0.12
3453,1467181,f76TT5uxAmaTS6nwMDWY4Q,3,Vancouver,0,0.01,0.01,0.01,1,0.99,0.99,0.99,0.99,0
3454,1329724,f76TT5uxAmaTS6nwMDWY4Q,2,Vancouver,0,0.88,0.32,0.52,0.45,0.15,0.07,0.53,0.35,0.26
3455,1610950,I5dIeOqjOL-AnoH9OLNh_Q,5,Vancouver,1,1,0.98,1,0.99,0,0,0.01,0,0
3456,1477092,I5dIeOqjOL-AnoH9OLNh_Q,5,Vancouver,0.99,1,0.98,0.99,0.96,0,0,0.01,0.01,0.02
3457,1469363,I5dIeOqjOL-AnoH9OLNh_Q,5,Vancouver,1,1,0.6,0.7,0.67,0,0,0.3,0.24,0.13
3458,1661955,I5dIeOqjOL-AnoH9OLNh_Q,5,Vancouver,0,1,0.07,0.12,0.08,0.01,0,0.22,0.4,0.15
3459,1502979,I5dIeOqjOL-AnoH9OLNh_Q,5,Vancouver,0.82,0.99,1,0.98,0.88,0.11,0,0,0.02,0.05
3460,1397610,I5dIeOqjOL-AnoH9OLNh_Q,5,Vancouver,1,0.95,0.95,0.95,0.95,0,0.05,0.04,0.04,0.03
3461,1596422,I5dIeOqjOL-AnoH9OLNh_Q,5,Vancouver,0.31,0.96,0.92,0.84,0.76,0.11,0.02,0.05,0.12,0.1
3462,1587425,I5dIeOqjOL-AnoH9OLNh_Q,4,Vancouver,0.3,0.42,0.15,0.41,0.39,0.03,0.49,0.71,0.52,0.46
3463,1433142,I5dIeOqjOL-AnoH9OLNh_Q,2,Vancouver,0.5,0.49,0.02,0.13,0.66,0.5,0.5,0.98,0.82,0.19
3464,1609056,I5dIeOqjOL-AnoH9OLNh_Q,3,Vancouver,0.02,0.02,0.06,0.06,0.19,0.02,0.94,0.14,0.91,0.48
3465,1283432,gpTJqlxw4_bI_7K_R_Fw4w,4,Vancouver,0.6,0.63,0.99,0.85,0.58,0.01,0.19,0.01,0.08,0.13
3466,1282633,gpTJqlxw4_bI_7K_R_Fw4w,4,Vancouver,0.98,0.32,0.71,0.62,0.82,0.01,0.59,0.27,0.33,0.14
3467,1311862,gpTJqlxw4_bI_7K_R_Fw4w,4,Vancouver,0.28,0.4,0.66,0.64,0.52,0.09,0.24,0.1,0.21,0.11
3468,1217440,gpTJqlxw4_bI_7K_R_Fw4w,4,Vancouver,0.02,0.08,0.09,0.29,0.7,0.76,0.85,0.5,0.61,0.15
3469,1322399,gpTJqlxw4_bI_7K_R_Fw4w,5,Vancouver,0.99,0.99,0.99,1,0.95,0,0,0.01,0,0.02
3470,1530908,gpTJqlxw4_bI_7K_R_Fw4w,5,Vancouver,0.49,0.93,0.71,0.89,0.62,0.03,0.02,0.12,0.05,0.08
3471,1423072,gpTJqlxw4_bI_7K_R_Fw4w,5,Vancouver,0.34,0.5,0.56,0.59,0.49,0.17,0.43,0.36,0.33,0.28
3472,1536650,gpTJqlxw4_bI_7K_R_Fw4w,3,Vancouver,0.01,0.01,0.01,0.02,0.08,0.98,0.98,0.99,0.97,0.85
3473,1628013,gpTJqlxw4_bI_7K_R_Fw4w,2,Vancouver,0.01,0.05,0.1,0.19,0.16,0.52,0.77,0.84,0.63,0.56
3474,1663024,gpTJqlxw4_bI_7K_R_Fw4w,1,Vancouver,0.01,0.06,0.01,0.08,0.1,0.8,0.84,0.94,0.81,0.66
3475,931823,#NAME?,1,Vancouver,0.01,0.01,0.01,0.02,0.16,0.99,0.99,0.98,0.97,0.81
3476,1377997,#NAME?,1,Vancouver,0.01,0.01,0.01,0.07,0.1,0.36,0.98,0.75,0.84,0.63
3477,1246077,#NAME?,2,Vancouver,0.02,0.01,0.01,0.02,0.13,0.9,0.98,0.99,0.97,0.77
3478,1234847,#NAME?,2,Vancouver,0.5,0.1,0.02,0.09,0.13,0.05,0.75,0.79,0.77,0.49
3479,1213021,#NAME?,4,Vancouver,1,0.01,0.99,0.68,0.71,0,0.97,0,0.25,0.13
3480,1208198,#NAME?,4,Vancouver,1,0.01,0.65,0.35,0.72,0,0.98,0.33,0.59,0.13
3481,1058622,#NAME?,3,Vancouver,0.94,0.5,0.5,0.53,0.58,0,0.49,0.49,0.44,0.29
3482,875650,#NAME?,5,Vancouver,0.91,0.05,0.44,0.25,0.43,0.03,0.8,0.47,0.64,0.36
3483,963057,jSMpjNLsZECR65abSSf36w,5,Vancouver,1,1,0.88,0.9,0.89,0,0,0.1,0.08,0.1
3484,1084839,jSMpjNLsZECR65abSSf36w,5,Vancouver,1,1,0.97,0.99,0.96,0,0,0.02,0,0.02
3485,1102317,jSMpjNLsZECR65abSSf36w,5,Vancouver,1,0.98,0.96,0.89,0.97,0,0.02,0.02,0.08,0.02
3486,1144171,jSMpjNLsZECR65abSSf36w,5,Vancouver,1,1,0.81,0.71,0.72,0,0,0.14,0.23,0.14
3487,1072509,jSMpjNLsZECR65abSSf36w,4,Vancouver,0.56,0.99,0.78,0.71,0.66,0.01,0.01,0.09,0.14,0.1
3488,1327283,jSMpjNLsZECR65abSSf36w,4,Vancouver,0.36,0.26,0.42,0.23,0.16,0.07,0.19,0.06,0.33,0.12
3489,1285225,jSMpjNLsZECR65abSSf36w,3,Vancouver,0.05,0.18,0.41,0.44,0.19,0,0.01,0.02,0.04,0.03
3490,1091120,jSMpjNLsZECR65abSSf36w,1,Vancouver,0.01,0.01,0.02,0.15,0.12,0.79,0.96,0.95,0.82,0.48
3491,1403622,jSMpjNLsZECR65abSSf36w,2,Vancouver,0.03,0.02,0.02,0.07,0.17,0.69,0.97,0.98,0.92,0.74
3492,919743,oax3-jBdnCX3liH4AtDpuA,5,Vancouver,0.6,0.91,0.92,0.88,0.78,0.13,0.02,0.06,0.09,0.09
3493,1626416,oax3-jBdnCX3liH4AtDpuA,5,Vancouver,0.21,0.99,0.73,0.59,0.5,0.06,0,0.16,0.32,0.18
3494,1350539,oax3-jBdnCX3liH4AtDpuA,5,Vancouver,0.96,1,1,0.88,0.64,0.01,0,0,0.07,0.11
3495,1407465,oax3-jBdnCX3liH4AtDpuA,5,Vancouver,0.01,0.66,0.45,0.76,0.64,0.98,0.27,0.5,0.22,0.2
3496,1681797,oax3-jBdnCX3liH4AtDpuA,4,Vancouver,0.88,1,1,0.99,1,0.02,0,0,0.01,0
3497,1005134,oax3-jBdnCX3liH4AtDpuA,4,Vancouver,1,1,0.73,0.82,0.93,0,0,0.17,0.12,0.04
3498,1698548,oax3-jBdnCX3liH4AtDpuA,4,Vancouver,0.89,1,0.93,0.77,0.67,0.03,0,0.05,0.16,0.12
3499,1371691,oax3-jBdnCX3liH4AtDpuA,3,Vancouver,0.99,0.99,0.9,0.41,0.64,0,0,0.03,0.25,0.11
3500,1518765,oax3-jBdnCX3liH4AtDpuA,2,Vancouver,0.01,0.02,0.02,0.1,0.17,0.93,0.93,0.95,0.88,0.59
3501,1685601,oax3-jBdnCX3liH4AtDpuA,1,Vancouver,0.01,0.01,0.01,0.01,0.08,0.56,0.99,0.98,0.98,0.63
3502,976668,MIiaEJAZMPklSOnDBsgD9A,1,Vancouver,0,0.01,0.01,0.01,0.04,0.97,0.99,0.99,0.98,0.85
3503,1020870,MIiaEJAZMPklSOnDBsgD9A,1,Vancouver,0,0.02,0.01,0.04,0.04,0.9,0.94,0.97,0.92,0.77
3504,1032455,MIiaEJAZMPklSOnDBsgD9A,1,Vancouver,0,0.03,0.01,0.16,0.13,0.84,0.94,0.97,0.81,0.57
3505,1297072,MIiaEJAZMPklSOnDBsgD9A,1,Vancouver,0,0.86,0.5,0.17,0.32,0.96,0.1,0.44,0.76,0.45
3506,1333028,MIiaEJAZMPklSOnDBsgD9A,1,Vancouver,0,0.01,0.01,0.02,0.03,0.94,0.97,0.97,0.96,0.8
3507,1516649,MIiaEJAZMPklSOnDBsgD9A,5,Vancouver,0.02,1,0.82,0.83,0.72,0.75,0,0.1,0.13,0.08
3508,1524705,MIiaEJAZMPklSOnDBsgD9A,1,Vancouver,0,0.01,0.01,0.11,0.08,0.79,0.96,0.96,0.87,0.57
3509,1554846,MIiaEJAZMPklSOnDBsgD9A,1,Vancouver,0.06,0.3,0.34,0.54,0.34,0.5,0.58,0.58,0.45,0.43
3510,1578334,MIiaEJAZMPklSOnDBsgD9A,1,Vancouver,0.01,0.03,0.01,0.13,0.04,0.51,0.9,0.93,0.81,0.69
3511,1632548,MIiaEJAZMPklSOnDBsgD9A,5,Vancouver,0.03,1,0.95,0.95,0.66,0.91,0,0.03,0.04,0.08
3512,896207,YdXAXeGmRFh70gOdQpFZ4g,3,Vancouver,0.04,0.15,0.11,0.23,0.25,0.43,0.47,0.66,0.53,0.38
3513,1573691,YdXAXeGmRFh70gOdQpFZ4g,3,Vancouver,0.59,0.53,0.44,0.37,0.43,0.07,0.45,0.53,0.54,0.3
3514,915102,YdXAXeGmRFh70gOdQpFZ4g,4,Vancouver,0.82,0.18,0.08,0.42,0.58,0.15,0.76,0.9,0.55,0.21
3515,900542,YdXAXeGmRFh70gOdQpFZ4g,4,Vancouver,0.39,0.05,0.75,0.83,0.59,0.07,0.84,0.14,0.1,0.1
3516,1163874,YdXAXeGmRFh70gOdQpFZ4g,2,Vancouver,0,0.02,0.01,0.04,0.06,0.65,0.89,0.78,0.87,0.29
3517,1419115,YdXAXeGmRFh70gOdQpFZ4g,1,Vancouver,0,0.01,0.02,0.01,0.03,0.2,0.71,0.74,0.82,0.16
3518,1587911,YdXAXeGmRFh70gOdQpFZ4g,5,Vancouver,0.87,1,0.93,0.95,0.92,0.07,0,0.05,0.04,0.02
3519,1627064,PmKO4kBXz7eoh6U4T16Hew,4,Vancouver,0.05,0.04,0.02,0.11,0.13,0.39,0.66,0.85,0.69,0.71
3520,1493140,PmKO4kBXz7eoh6U4T16Hew,4,Vancouver,0.02,0.19,0.18,0.54,0.31,0.02,0.17,0.25,0.23,0.12
3521,1445317,PmKO4kBXz7eoh6U4T16Hew,4,Vancouver,0.04,0.3,0.25,0.39,0.44,0.25,0.35,0.2,0.38,0.15
3522,1521327,PmKO4kBXz7eoh6U4T16Hew,4,Vancouver,1,1,0.93,0.95,0.82,0,0,0.03,0.03,0.07
3523,1504058,PmKO4kBXz7eoh6U4T16Hew,5,Vancouver,0.09,1,0.95,0.95,0.95,0.01,0,0.04,0.04,0.02
3524,1462890,PmKO4kBXz7eoh6U4T16Hew,5,Vancouver,0.96,1,0.98,0.99,0.94,0.03,0,0.01,0,0.03
3525,1691915,PmKO4kBXz7eoh6U4T16Hew,3,Vancouver,0.4,0.09,0.76,0.34,0.45,0.12,0.62,0.15,0.45,0.16
3526,1669305,PmKO4kBXz7eoh6U4T16Hew,1,Vancouver,0.01,0.01,0.01,0.03,0.03,0.52,0.99,0.97,0.96,0.94
3527,1697835,PmKO4kBXz7eoh6U4T16Hew,2,Vancouver,0,0.01,0.01,0.06,0.02,0.01,0.95,0.73,0.85,0.24
3528,1133911,GZKiaocnz8xfoC-fA5Bn-w,5,Vancouver,0.74,0.72,0.65,0.65,0.57,0.06,0.18,0.22,0.26,0.13
3529,1215516,GZKiaocnz8xfoC-fA5Bn-w,5,Vancouver,1,1,1,0.89,0.78,0,0,0,0.09,0.1
3530,1234252,GZKiaocnz8xfoC-fA5Bn-w,5,Vancouver,1,1,1,0.99,0.91,0,0,0,0,0.03
3531,1314045,GZKiaocnz8xfoC-fA5Bn-w,5,Vancouver,0.07,0.18,0.01,0.24,0.16,0,0.14,0.13,0.32,0.17
3532,1531023,GZKiaocnz8xfoC-fA5Bn-w,4,Vancouver,1,0.1,0.77,0.37,0.44,0,0.78,0.19,0.56,0.27
3533,1376744,GZKiaocnz8xfoC-fA5Bn-w,4,Vancouver,0.39,0.48,0.56,0.58,0.57,0.18,0.29,0.33,0.3,0.16
